આફ્રિકા	Afrika
શહેરીકરણ	Urbanisierung
ગરમાળો (વૃક્ષ)	Röhren-Kassie
ઝરેર (વનસ્પતિ)	Gelber Steinklee
ક્રમચય	Permutation
કર્ક રાશી	Krebs (Tierkreiszeichen)
અલ્પ વિરામ	Komma
શિવલીંગી (વનસ્પતિ)	Kanonenkugelbaum
ઇથોપિયાનો રાષ્ટ્રધ્વજ	Flagge Äthiopiens
કુંભ રાશી	Wassermann (Tierkreiszeichen)
સ્વચ્છતા	Hygiene
સ્ટેથોસ્કોપ	Stethoskop
અલ્હાબાદ	Allahabad
ધિરાણનું જોખમ	Kreditrisiko
કમ્બોડીયાનો રાષ્ટ્રધ્વજ	Flagge Kambodschas
ક્યુબાનો રાષ્ટ્રધ્વજ	Flagge Kubas
સોનિયા ગાંધી	Sonia Gandhi
કોંગોનું ગણતંત્રનો રાષ્ટ્રધ્વજ	Flagge der Republik Kongo
થ્રિસુર	Thrissur
વોલ્વો	Volvo
સિલિકૉન વૅલી	Silicon Valley
અમીરાત સ્ટેડિયમ	Emirates Stadium
વૃષભ રાશી	Stier (Tierkreiszeichen)
મકર રાશી	Steinbock (Tierkreiszeichen)
કોંગોનું લોકતંત્રીય ગણતંત્રનો રાષ્ટ્રધ્વજ	Flagge der Demokratischen Republik Kongo
કરી (મસાલેદાર રસાવાળી વાની)	Curry (Gericht)
પીરોજ	Türkis (Mineral)
ચિત્રદુર્ગ જિલ્લો	Chitradurga (Distrikt)
કાર્બ્યુરેટર	Vergaser
ગિનિનો રાષ્ટ્રધ્વજ	Flagge Guineas
ઈક્વેડોરનો રાષ્ટ્રધ્વજ	Flagge Ecuadors
એડોબ ફ્લેશ	Adobe Flash
મધ્ય આફ્રીકી ગણતંત્રનો રાષ્ટ્રધ્વજ	Flagge der Zentralafrikanischen Republik
ચૅડનો રાષ્ટ્રધ્વજ	Flagge des Tschad
પોલેંડ રાષ્ટ્રીય ફૂટબોલ ટીમ	Polnische Fußballnationalmannschaft
સાત ઘોર પાપ (ખ્રિસ્તી ધર્મ)	Todsünde
ઉદ્‌ગારચિહ્ન	Ausrufezeichen
કોર્પોરેશન	Körperschaft
રામલીલા	Ramlila
મધ્યમા	Mittelfinger
ગ્રીનહાઉસ વાયુ	Treibhausgas
તિરુવનંતપુરમ્	Thiruvananthapuram
ભૂસ્ખલન	Erdrutsch
બાષ્પોત્સર્જન	Transpiration
તાઈ ચી ચુઆન	Taijiquan
માયોપીઆ	Kurzsichtigkeit
કોમોરોસનો રાષ્ટ્રધ્વજ	Flagge der Komoren
જામીનગીરીઓ	Wertpapier
વનનાબૂદી	Entwaldung
કેટ હડસન	Kate Hudson
દાર્જિલિંગ	Darjeeling (Stadt)
શ્રીનગર	Srinagar
યાટ	Yacht
ભાગીરથી	Bhagirathi
કોસ્ટારિકાનો રાષ્ટ્રધ્વજ	Flagge Costa Ricas
તાલ	Rhythmus (Musik)
ફિલિપ્સ	Philips
વિશ્વ આર્થિક મંચ	Weltwirtschaftsforum
સ્ક્રેબલ	Scrabble
અગરતલા	Agartala
લીમડો	Niembaum
પાર્વતી	Parvati
ફેંગ શુઇ	Feng Shui
ઈક્વેટોરીયલ ગીનીનો રાષ્ટ્રધ્વજ	Flagge Äquatorialguineas
એરિટ્રિયાનો રાષ્ટ્રધ્વજ	Flagge Eritreas
લસિકા ગાંઠ	Lymphknoten
ગયાનાનો રાષ્ટ્રધ્વજ	Flagge Guyanas
સ્ટેમ્ફોર્ડ બ્રિજ (સ્ટેડિયમ)	Stamford Bridge (Stadion)
દાનીયેલ	Daniel (Prophet)
ભુવનેશ્વર	Bhubaneswar
બ્લેકબેરી	Blackberry
આગ્રાનો કિલ્લો	Rotes Fort (Agra)
સિંહાકૃતિ	Wappen Indiens
ફ્રેન્ચાઇઝીંગ	Franchising
પૂર્ણ વિરામ	Punkt (Satzzeichen)
લુધિયાણા જિલ્લો	Ludhiana (Distrikt)
વળગાડ મુક્તિ	Exorzismus
સાડી	Sari (Kleidung)
કટિહાર	Katihar
કૃષિવિજ્ઞાન	Pflanzenbauwissenschaft
ઘોરખોદિયું	Honigdachs
સ્વામી સચ્ચિદાનંદ	Satchidananda
સિસ્કો	Cisco Systems
મિસ વર્લ્ડ	Miss World
માર્વલ કૉમિક્સ	Marvel Comics
સુવર્ણ માનક	Goldstandard
ખાદ્ય પદાર્થની સાચવણી	Lebensmittelkonservierung
અલ સાલ્વાડોરનો રાષ્ટ્રધ્વજ	Flagge El Salvadors
યરૂશાલેમના હિબ્રુ યુનિવર્સિટી	Hebräische Universität Jerusalem
સિવિલ એવિએશન રાષ્ટ્રીય શાળા	École nationale de l’aviation civile
રાંચી	Ranchi
કૌંસ	Klammer (Zeichen)
એગોરાફોબિયા	Agoraphobie
મણિરત્નમ	Mani Ratnam
વિલા પાર્ક	Villa Park
એચએએલ તેજસ	HAL Tejas
ઊંઘને લગતી બીમારી (સ્લીપ ડિસઓર્ડર)	Schlafstörung
સરસ્વતી નદી	Sarasvati (Fluss)
મહાવિરામ	Doppelpunkt
પાતાળ કૂવા	Artesischer Brunnen
ફુલરિન (Fullerene)	Fullerene
ગ્વાટેમાલાનો રાષ્ટ્રધ્વજ	Flagge Guatemalas
નિંદામણનાશક	Herbizid
તર્ક	Vernunft
સોનેરી પીઠવાળું લક્કડખોદ	Orangespecht
કબજિયાત	Obstipation
અહિંસા	Ahimsa
ગૂચી	Gucci
મનુ	Manu (Hinduismus)
કાંડા ઘડિયાળ	Armbanduhr
રૂપિયો	Rupie
રોજા	Saum (Islam)
ખજુરાહો	Khajuraho
ઍલ્કેમિસ્ટ	Der Alchimist
ફતેહપૂર સિક્રી	Fatehpur Sikri
ડોમિનિકાનો રાષ્ટ્રધ્વજ	Flagge Dominicas
ખાવાનો સોડા	Natriumhydrogencarbonat
શિયાળુ મોટી ડુબકી	Rothalstaucher
અવકાશ સંશોધન	Weltraumforschung
રૂપેરી પેણ	Graupelikan
વાદળ ફાટવું	Wolkenbruch
કચરાનો પ્રબંધ	Abfallwirtschaft
સુવર્ણ મંદિર, અમૃતસર	Harmandir Sahib
યુઇએફએ યૂરો ૨૦૧૨ નામાંકન	Fußball-Europameisterschaft 2012/Qualifikation
આયર્ન મૅન	Iron Man
એના નિકોલ સ્મિથ	Anna Nicole Smith
ચક્ર	Chakra
મેલાટોનિન	Melatonin
એપોલો ૧૭	Apollo 17
તમાકુ	Virginischer Tabak
સાંચીનો સ્તુપ	Sanchi
કપૂર	Campher
વિદેશ નીતિ	Außenpolitik
રાણી લક્ષ્મીબાઈ	Lakshmibai
મેટ્રોપોલિટન એરિયા નેટવર્ક	Metropolitan Area Network
ફીજીનો રાષ્ટ્રધ્વજ	Flagge Fidschis
રેકી	Reiki
રામકૃષ્ણ પરમહંસ	Ramakrishna
પાણીનું પ્રદૂષણ	Gewässerverschmutzung
ઓઝોન અવક્ષય	Ozonloch
એનટીએફએસ	NTFS
વિગતવાર વિજ્ઞાન પોલીટેકનિક ઇન્સ્ટિટ્યુટ	Institut polytechnique des sciences avancées
મોહરમ	Aschura
મોક્ષ	Moksha
કો-ઍક્સિયલ કેબલ	Koaxialkabel
હલવો	Halva
મેમરી કાર્ડ	Speicherkarte
વિશ્વ જળ દિન	Weltwassertag
ૐ	Om
લાલી (લિપસ્ટીક)	Lippenstift
સૌથી તેજસ્વી તારાઓ	Liste der hellsten Sterne
ડોમિનિકન ગણતંત્રનો રાષ્ટ્રધ્વજ	Flagge der Dominikanischen Republik
પેજ રેન્ક	PageRank
ગૉડફ્રે હારૉલ્ડ હાર્ડિ	Godfrey Harold Hardy
અજંતાની ગુફાઓ	Ajanta
રૂઢિપ્રયોગ	Redensart
તર્જની	Zeigefinger
કરીના કપૂર	Kareena Kapoor
સિકલસેલ એનીમિયા રોગ	Sichelzellenanämie
બ્રાહ્મી લિપિ	Brahmi-Schrift
પ્રારંભિક જાહેર ભરણું (આઈપીઓ)	Börsengang
શિયાળુ નાની ડુબકી	Schwarzhalstaucher
શ્રેણી:મેના-કાબર કુટુંબ	Stare
ટર્બોચાર્જર	Turbolader
કાંડુ (શરીર)	Handgelenk
અર્જુન	Arjuna (Mythologie)
વૈશ્ય	Vaishya
ફિઝિયોથેરાપી	Physiotherapie
અયોધ્યા	Ayodhya
ગંગટોક	Gangtok
ધર્મશાલા	Dharamsala
મેડમ તુસાદ સંગ્રહાલય	Madame Tussauds
વ્હાઈટ હાર્ટ લેન	White Hart Lane
અણુ અપ્રસાર સંધિ	Atomwaffensperrvertrag
દાહોદ જિલ્લો	Dahod (Distrikt)
અભિષેક બચ્ચન	Abhishek Bachchan
વિકીમેપિયા	Wikimapia
કુતુબ મિનાર	Qutb Minar
વિગ્રહરેખા	Gedankenstrich
મોનોરેલ	Einschienenbahn
એબીઓ રક્તસમુહ પ્રણાલી	AB0-System
પોલિએસ્ટર	Polyester
સાંબાર	Sambar (Gericht)
કુદરતી સંપત્તિ	Natürliche Ressource
હનુમાન	Hanuman
ઝરખ	Streifenhyäne
પ્રીટિ ઝિન્ટા	Preity Zinta
સહી (હસ્તાક્ષર)	Unterschrift
ખેતર	Acker
મત્સ્યઉછેર	Aquakultur
ઇલોરાની ગુફાઓ	Ellora
હુમાયુનો મકબરો	Humayun-Mausoleum
અષ્ટાધ્યાયી	Panini (Grammatiker)
મતદાન	Abstimmung
મલ્ટિમીટર	Multimeter
ઇસ્કોન	Internationale Gesellschaft für Krishna-Bewusstsein
શરીર વૃદ્ધી અંતઃસ્ત્રાવ	Somatropin
શક સંવત	Hinduistischer Lunisolarkalender
વેબ ડિઝાઈન	Webdesign
વિલવણીકરણ	Meerwasserentsalzung
સક્રિય કાર્બન	Aktivkohle
ચણોઠી	Paternostererbse
સીતા	Sita (Mythologie)
લક્ષ્મી મિત્તલ	Lakshmi Mittal
ગોદાવરી	Godavari
લૂઈસ વીટન	Louis Vuitton (Unternehmen)
લૌહ અયસ્ક	Eisenerz
કરકરો	Jungfernkranich
સેન્ટ જેમ્સ પાર્ક	St. James’ Park
નાણાકીય વર્ષ	Geschäftsjahr
ભારતીય વાનગીઓ	Indische Küche
અનામિકા	Ringfinger
વ્યાપાર ચક્ર	Konjunktur
ઐઝવાલ	Aizawl
બાળ કામદાર	Kinderarbeit
રાજગીધ	Königsgeier
કાઝીરંગા રાષ્ટ્રીય ઉદ્યાન	Kaziranga-Nationalpark
હાર્લી-ડેવિડસન	Harley-Davidson
રસીકરણ	Impfung
ઋતુ-પ્રવાસ	Tierwanderung
ગોલ્ડમૅન સૅશ	Goldman Sachs
ક્રોપ સર્કલ	Kornkreis
કૃષ્ણા નદી	Krishna (Fluss)
ખંજરી (વાદ્ય)	Tamburin
બંજી જમ્પિંગ	Bungeespringen
કૃષિ ઈજનેરી	Landtechnik
સક્રિય કલા વીજસ્થિતિમાન	Aktionspotential
મૌલાના આઝાદ	Abul Kalam Azad
રાજેન્દ્ર પ્રસાદ	Rajendra Prasad
લીલો દરીયાઈ કાચબો	Suppenschildkröte
દેહરાદૂન	Dehradun
ગુવાહાટી	Guwahati
લેસર પ્રિન્ટર	Laserdrucker
વિશાખાપટનમ	Visakhapatnam
વિજયવાડા	Vijayawada
જોધપુર	Jodhpur
અજમેર	Ajmer
ઉજ્જૈન	Ujjain
લુધિયાણા	Ludhiana
નાસિક	Nashik
મેરઠ	Meerut
પારસી	Parsen
મથુરા	Mathura
ઉદયપુર	Udaipur
ફરીદાબાદ	Faridabad
લડાખ	Ladakh
ઔરંગાબાદ	Aurangabad (Maharashtra)
જબલપુર	Jabalpur
પ્રાઇડ પાર્ક સ્ટેડિયમ	Pride Park Stadium
ઓરછા (મધ્ય પ્રદેશ)	Orchha
રામસેતુ	Adamsbrücke
વાર્ટા નદી (યુરોપ)	Warthe
અલીગઢ	Aligarh
પર્સનલ એરિયા નેટવર્ક	Personal Area Network
હૃદયસ્તંભતા	Kreislaufstillstand
વાટાઘાટ	Verhandlung
બ્રાયન લારા	Brian Lara
બ્રહ્મગુપ્ત	Brahmagupta
ગુરુ ગ્રંથ સાહેબ	Adi Granth
વામકુક્ષિ	Siesta
કાળી ચા	Schwarzer Tee
પોર્ટ બ્લૅર	Port Blair
ખાદ્ય અને ઔષધ વહીવટીતંત્ર	Food and Drug Administration
વિટામિન બી૬	Vitamin B6
હાવડા	Haora
સિરોહી જિલ્લો	Sirohi (Distrikt)
જેટ વિમાન	Strahlflugzeug
ગાઝિયાબાદ	Ghaziabad
રીવર રાફ્ટિંગ	Rafting
કટક	Cuttack
જગન્નાથપુરી	Puri (Stadt)
યુરોપ દિન	Europatag
અમીર ખુશરો	Amir Chosrau
મહાબલીપુરમ	Mamallapuram
સૂડો	Halsbandsittich
ઇમ્ફાલ	Imphal
૧૯૬૨નું ભારત-ચીન યુદ્ધ	Indisch-Chinesischer Grenzkrieg
ઉંચાઇ	Höhe
ડેલ્ટા ફોર્સ	1st Special Forces Operational Detachment-Delta (Airborne)
વિશ્વની અજાયબીઓ	Weltwunder
કોલ્હાપૂર	Kolhapur
ચેરાપુંજી	Cherrapunji
ઘાસચારો	Futtermittel
સુગરી	Webervögel
કાંચીપુરમ	Kanchipuram
હરિપ્રસાદ ચૌરસિયા	Hariprasad Chaurasia
અકોલા	Akola
બરેલી	Bareilly
વારંગલ	Warangal
તબલા	Tabla
તિરુનેલવેલી	Tirunelveli
ભારતનું સર્વોચ્ચ ન્યાયાલય	Oberstes Gericht (Indien)
શ્રીલંકાનો આંતરવિગ્રહ	Bürgerkrieg in Sri Lanka
નિસર્ગોપચાર	Naturheilkunde
હાથીના પગ તળે દેહાંતદંડ	Exekution durch Elefanten
બોયઝોન	Boyzone
ગાંધાર	Gandhara
લોંકડી	Bengalfuchs
યાયાવર પક્ષીઓ	Vogelzug
રાગ	Raga
જાહેરાત એજન્સી	Werbeagentur
ઘઉંનાં ધનેડાં	Kornkäfer
અય્યાવળિ	Ayyavali
એમપી	MP
ગુર્જીય્ફ	Georges I. Gurdjieff
મોરારજી દેસાઈ	Morarji Desai
સાબુદાણા	Sago
વુઝૂ	Wuḍūʾ
સિટીગ્રુપ	Citigroup
જેસ્સી ઐસેનબર્ગ	Jesse Eisenberg
દલિત	Dalit
ઓપન શોર્ટેસ્ટ પાથ ફર્સ્ટ	Open Shortest Path First
વસંતપંચમી	Vasant Panchami
ગૂગલ ઍનલિટિક્સ	Google Analytics
ગટરવ્યવસ્થા	Kläranlage
મહારાષ્ટ્રના મુખ્યમંત્રીઓ	Liste der Chief Minister von Maharashtra
કન્યાકુમારી	Kanyakumari
રાષ્ટ્રીય ધોરીમાર્ગ 6 (ભારત)	National Highway 6 (Indien)
કાચબો	Schildkröten
યુઇએફએ યૂરો ૨૦૧૨ વિભાગ અ	Fußball-Europameisterschaft 2012/Gruppe A
અહમદનગર	Ahmednagar
કુબેર	Kubera
માયા	Maya (Mythologie)
ઓલ ઈન્ડિયા મુસ્લિમ લીગ	Muslimliga
મહર્ષિ દયાનંદ	Dayananda
વર્તુળની ત્રિજ્યા	Radius (Begriffsklärung)
અળવી (વનસ્પતિ)	Taro
કનીષ્ઠિકા	Kleiner Finger
તાળું	Schloss (Technik)
યુરોપના દેશોની યાદી	Liste der Länder Europas
આફ્રિકાના રાષ્ટ્રોની યાદી	Liste der Staaten Afrikas
મદુરાઇ	Madurai
કળિયુગ	Kali-Yuga
કેથોલિક યુનિવર્સિટી ઓફ સેકર્ડ હર્ટ	Katholische Universität vom Heiligen Herzen
રાષ્ટ્રીય પંચાંગ	Indischer Nationalkalender
ઇસરો	Indian Space Research Organisation
સિતાર	Sitar
લોક સભા	Lok Sabha
લેહ	Leh
ઉજળી પટ્ટાઇ	Steppenweihe
અણ્ણા હઝારે	Anna Hazare
ઓરકુટ	Orkut
ડૉ. ભીમરાવ રામજી આંબેડકર	Bhimrao Ramji Ambedkar
માધુરી દીક્ષિત	Madhuri Dixit
જાંબુ (વૃક્ષ)	Syzygium cumini
સમાંતર કમ્પ્યુટિંગ	Parallelrechner
અટલ બિહારી વાજપેયી	Atal Bihari Vajpayee
ઋત્વિક રોશન	Hrithik Roshan
ભારતીય અર્થતંત્ર	Wirtschaft Indiens
માન સરોવર	Manasarovar
જામા મસ્જિદ, દિલ્હી	Jama Masjid (Delhi)
અક્ષય કુમાર	Akshay Kumar
ક્વિંગઝાંગ રેલ્વે	Lhasa-Bahn
નર્મદા નદી	Narmada
કોહિમા	Kohima
બીલી	Bengalische Quitte
ભારતીય સામ્યવાદી પક્ષ (માર્ક્સવાદી)	Communist Party of India (Marxist)
નમાજ઼	Salāt
એ.સી. ભક્તિવેદાંત સ્વામી પ્રભુપાદ	A.C. Bhaktivedanta Swami Prabhupada
સુકો મેવો	Trockenobst
સોનોગ્રાફી પરીક્ષણ	Sonografie
હજ	Haddsch
રાવણ	Ravana
પરંપરાગત સંગીત	Volksmusik
કેવલાદેવ રાષ્ટ્રીય ઉદ્યાન	Keoladeo-Nationalpark
છત્રપતિ શિવાજી ટર્મિનસ	Chhatrapati Shivaji Terminus
ગોખરુ (વનસ્પતિ)	Erd-Burzeldorn
નરસિંહ	Narasimha
સોલાપૂર	Solapur
કલ્પના ચાવલા	Kalpana Chawla
મગધ વિભાગ (પ્રમંડલ)	Magadh
દાંડી સત્યાગ્રહ	Salzmarsch
શિવાજી	Shivaji
મધ્યમ વર્ગ	Mittelschicht
વસિષ્ઠ	Vasishtha
મરીચિ	Marichi
સહરાનપુર	Saharanpur
જેસલમેર	Jaisalmer
બોરડી	Chinesische Jujube
ભાવનગર	Bhavnagar
ઝાંસી	Jhansi
મખમલ	Samt
ધનબાદ	Dhanbad
એશિયન રમતોત્સવ ૨૦૧૦	Asienspiele 2010
ગોરખપુર	Gorakhpur
લાલ બહાદુર શાસ્ત્રી	Lal Bahadur Shastri
રાજ્ય સભા	Rajya Sabha
મીઠો લીમડો	Currybaum
ઇવૂડ્ પાર્ક	Ewood Park
ઈંડિયા ગેટ	India Gate
ઈન્દ્રકુમાર ગુજરાલ	Inder Kumar Gujral
બ્રાઉનિંગ હાઇ-પાવર	FN Browning HP
પરેજીયુક્ત આહાર	Light-Produkt
ગયા	Gaya (Indien)
ચંદ્રવંશી	Chandravamsha
હેલોવીન	Halloween
સૈફ અલી ખાન	Saif Ali Khan
ફિફા	FIFA
પેટન્ટ	Patent
કોડાયકેનલ	Kodaikanal
આઈવાના બ્રલિચ માઝુરાનિચ	Ivana Brlić-Mažuranić
અમરેલી જિલ્લો	Amreli (Distrikt)
મુંગેર વિભાગ (પ્રમંડલ)	Munger (Division)
જુવાર	Hirse
સાંઇબાબા	Sai Baba (Shirdi)
સન્ની લિઓન	Sunny Leone
માયાવતી	Mayawati
કસ્તુરબા	Kasturba Gandhi
ઈન્દ્રા નૂયી	Indra Nooyi
આરણ્યક ગ્રંથો	Aranyakas
દૈયડ	Dajaldrossel
દોડવીર મિલખા સિંઘ	Milkha Singh
ભારતનાં રાજ્યોના મુખ્ય મંત્રીઓ	Liste der Chief Minister in Indien
આશ્રમશાળા	Internat
અમરાવતી	Amravati
અમેરિકન ગૅંગ્સ્ટર	American Gangster
વર્ચ્યુઅલાઈઝેશન	Virtualisierung (Informatik)
મહા નદી	Mahanadi
દિલ્હી મેટ્રો રેલ	Metro Delhi
વિંધ્યાચલ	Vindhyagebirge
દિસપુર	Dispur
હરદ્વાર	Haridwar
લેંગકાવી	Pulau Langkawi
ઋજુ ઉદર સ્નાયુ	Musculus rectus abdominis
સાગુઆરો (થોર)	Carnegiea gigantea
સીતાફળ	Zimtapfel
બાળપણ	Kindheit
માહે	Mahé (Indien)
કુન્નુર	Coonoor (Indien)
કડ્ડલોર	Cuddalore
શ્વેતાંબર	Shvetambaras
ગઝલ	Ghasel
શિમોગા	Shimoga
સફેદ પીઠ ગીધ	Weißrückengeier
ભારતીય રાષ્ટ્રીય રાજમાર્ગ પ્રાધિકરણ	National Highways Authority of India
સર્પગ્રીવા	Altwelt-Schlangenhalsvogel
ખેરખટ્ટો	Wanderbaumelster
ઓલિવ રિડલી દરીયાઈ કાચબો	Oliv-Bastardschildkröte
એબીએન એમ્રો	ABN AMRO
લારા દત્તા	Lara Dutta
ટિલોર	Kragentrappe
એકે ૧૦૧	AK-101
એકે-૧૦૩	AK-103
એસ્ટ્રોસેટ	ASTROSAT
માડીકેરી	Madikeri
અમૃતા રાવ	Amrita Rao
વેલ્લોર	Vellore
આકાશ (ટૅબ્લેટ)	Aakash
ઇડ્ડક્કિ જિલ્લો	Idukki (Distrikt)
એરન સ્વાર્ટઝ	Aaron Swartz
મિડાસ	Midas
કાટવર્ણી ટપકાંવાળી બિલાડી	Rostkatze
આમળાં	Phyllanthus emblica
હિમાલયન પાઈકા	Ochotona himalayana
નેપોલિયન હિલ	Napoleon Hill
રોહુ માછલી	Labeo rohita
બુમલા માછલી	Harpadon nehereus
કનિષ્ક	Kanischka
સંત કબીર	Kabir
નથુરામ ગોડસે	Nathuram Godse
મહેશ ભૂપતિ	Mahesh Bhupathi
લોકમાન્ય ટિળક	Bal Gangadhar Tilak
ગુરુ ગોવિંદસિંહ	Gobind Singh
તુલસીદાસ	Tulsidas
ગોપાલ કૃષ્ણ ગોખલે	Gopal Krishna Gokhale
ડોનાલ્ડ બ્રેડમેન	Donald Bradman
કૂચબિહાર	Koch Bihar (Stadt)
જગદીશચંદ્ર બોઝ	Jagadish Chandra Bose
બાંદ્રા-વરલી સમુદ્રસેતુ	Rajiv Gandhi Sea Link
રહીમ	Abdul Rahim Khan-e-Khana
ગુલઝારીલાલ નંદા	Gulzarilal Nanda
સેલ્વાસ	Silvassa
સલામત મૈથુન	Safer Sex
ઇન્વેસ્ટમેન્ટ બેન્કિંગ	Investmentbank
બુકર ટી.વોશિંગ્ટન	Booker T. Washington
કાબરો કલકલીયો	Graufischer
જમશેદજી તાતા	Jamshedji Tata
દેવ આનંદ	Dev Anand
પેરુ (ફળ)	Guaven
બદામી વાઘોમડા	Weißbauchtölpel
અભિમન્યુ	Abhimanyu
અભિનવ બિંદ્રા	Abhinav Bindra
કોલ્લમ	Kollam
ભારત રત્ન	Bharat Ratna
સારનાથ	Sarnath
સ્વાટ	SWAT
ચંદ્ર યાન	Chandrayaan-2
રાકેશ શર્મા	Rakesh Sharma
દાલ સરોવર	Dal-See
વિક્રમ સારાભાઈ	Vikram Sarabhai
હોમી ભાભા	Homi Jehangir Bhabha
બોસ કોર્પોરેશન	Bose Corporation
ભારતીય સિનેમા	Indischer Film
મેરી કોમ	Mary Kom
બાંયધરી (વોરંટી)	Gewährleistung
ઓમ શાંતિ ઓમ	Om Shanti Om
વ્યાસ	Vyasa
કોટા	Kota (Indien)
મુરાદાબાદ	Moradabad
ભીમ બેટકાની ગુફાઓ	Bhimbetka
સામાન્ય તપાસની કક્ષાની બહારનું	Paranormal
શંકર દયાલ શર્મા	Shankar Dayal Sharma
અમરીશ લાલ પુરી	Amrish Puri
રાજા રવિ વર્મા	Raja Ravi Varma
રતન તાતા	Ratan Tata
ભરતનાટ્યમ	Bharatanatyam
આર. કે. નારાયણ	R. K. Narayan
અબુલ ફઝલ	Abu 'l-Fazl
પેપ્સીકો	PepsiCo
ગ્યાની ઝૈલસીંઘ	Giani Zail Singh
રાહુલ બોસ	Rahul Bose
રાજા રામમોહનરાય	Ram Mohan Roy
ગીર રાષ્ટ્રીય ઉદ્યાન અને અભયારણ્ય	Gir-Nationalpark
રજપુત	Rajputen
દિવેલ	Rizinusöl
ગુરુદ્વારા	Gurdwara
નોબેલ પારિતોષિક વડે સન્માનીત મહાનુભાવો	Liste der Nobelpreisträger
સમય વ્યવસ્થાપન	Zeitmanagement
આદિવાસી	Adivasi
અડદ	Urdbohne
સયૌં થુંગા ફુલકા	Nationalhymne Nepals
ક્રેડિટ સૂઈસ	Credit Suisse
કૃત્રિમ પેસમેકર	Herzschrittmacher
રાયપુર (છત્તીસગઢ)	Raipur
શંકરાચાર્ય	Shankaracharya (Titel)
ચિત્તાગોંગ	Chittagong
રૅનબૅક્સી લેબોરેટરીઝ લિમિટેડ	Ranbaxy Laboratories
દિલીપ કુમાર	Dilip Kumar
ભગત સિંહ	Bhagat Singh
મેઘનાદ સહા	Meghnad Saha
સુનિલ દત્ત	Sunil Dutt
સી રાજગોપાલાચારી	C. Rajagopalachari
કરૌલી	Karauli
ધર્મેન્દ્ર	Dharmendra
થાઇલેન્ડનો ઇતિહાસ	Geschichte Thailands
મીથુન ચક્રવર્તી	Mithun Chakraborty
રાજધાની એક્ષપ્રેસ	Rajdhani Express
ક્રિયાવિશેષણ	Adverb
મોતીલાલ નહેરૂ	Motilal Nehru
માર્કો કાસાગ્રાન્ડ	Marco Casagrande
અઝીમ પ્રેમજી	Azim Premji
ઊર્જા બચત	Energieeinsparung
વિડિયો કેસેટ રેકોર્ડર (વીસીઆર)	Videorekorder
કાર્તિકેય	Skanda
મોલિનીઊ સ્ટેડિયમ	Molineux Stadium
સોજી	Grieß
અનિલ અંબાણી	Anil Ambani
માનવેંદ્રસિંહ ગોહીલ	Manvendra Singh Gohil
સુશ્રુત	Sushruta
સંચય	Rechnungsabgrenzung
કોરોકોરો ટાપુ	Corocoro (Insel)
વસ્તીવધારો	Bevölkerungsentwicklung
પાટલીપુત્ર	Pataliputra
અગસ્ત્ય	Agastya
બેસિલિકા ઑફ બોમ જીસસ	Basílica do Bom Jesus
યુઇએફએ યૂરો ૨૦૧૨ સમયક્રમ	Fußball-Europameisterschaft 2012/Finalrunde
માથ્થીની લખેલી સુવાર્તા	Evangelium nach Matthäus
અગ્નિ	Agni
અમદાવાદ જિલ્લો	Ahmedabad (Distrikt)
સરદાર વલ્લભભાઈ પટેલ આંતરરાષ્ટ્રીય હવાઈ મથક	Ahmedabad Sardar Vallabhbhai Patel International Airport
અહમદનગર જિલ્લો	Ahmednagar (Distrikt)
કારગિલ યુદ્ધ	Kargil-Krieg
ડાર્ટ (પ્રોગ્રામિંગ ભાષા)	Dart (Programmiersprache)
એર ઈન્ડિયા ફ્લાઇટ ૧૮૨	Air-India-Flug 182
એર ઇન્ડિયા એક્સપ્રેસ	Air India Express
સદી	Century
અજમેર જિલ્લો	Ajmer (Distrikt)
અજમો	Ajowan
યુ.જી.કૃષ્ણમુર્તિ	U. G. Krishnamurti
કારેલું	Bittermelone
સાંગલી	Sangli
જન્માષ્ટમી	Janmashtami
લીલા મજમુદાર	Lila Majumdar
લોપકચિહ્ન	Apostroph
સુવર્ણ મંદિર	Goldener Tempel
અલવાર જિલ્લો	Alwar (Distrikt)
અમરનાથ (તીર્થધામ)	Amarnath
આંબેડકર નગર જિલ્લો	Ambedkar Nagar
આમેરનો કિલ્લો	Amber (Indien)
ઝિટ્ટારા	Tavor TAR-21
ફેડએક્સ	FedEx
હસ્તિનાપુર	Hastinapur
દમણ	Daman
માથેરાન	Matheran
નિલગીરી માઉન્ટેઇન રેલ્વે	Nilgiri Mountain Railway
દાર્જીલીંગ હિમાલયન રેલ્વે	Darjeeling Himalayan Railway
સાયના નેહવાલ	Saina Nehwal
મમતા સોઢા	Mamata Banerjee
પૂર્વ ઘાટ	Ostghats
મીરા નાયર	Mira Nair
અપર્ણા સેન	Aparna Sen
મીરાંબાઈ	Mirabai
મહાદેવી વર્મા	Mahadevi Varma
અલકા યાજ્ઞિક	Alka Yagnik
કિરણ મઝુમદાર-શો	Kiran Mazumdar-Shaw
શ્વેતા તિવારી	Shweta Tiwari
ગુરુ હરકિશન	Har Krishan
કેન્દ્રશાસિત પ્રદેશ	Unionsterritorium
વેરાઇઝન કમ્યુનિકેશન્સ	Verizon Communications
જીમ કોર્બેટ	Jim Corbett
સંત તુકારામ	Tukaram
ધીરુભાઈ અંબાણી	Dhirajlal Hirachand Ambani
ચેસ્ટર કાર્લસન	Chester Carlson
