Yn Affrick	Afrika
Ronney:Prashageenyn	Kategorie:Chalkogen
Ronney:Calais	Kategorie:Calais
Ronney:Cayr Deeth	Kategorie:Cardiff
Ronney:Pinales	Kategorie:Koniferen
Ronney:Kabul	Kategorie:Kabul
Ronney:Zielona Góra	Kategorie:Zielona Góra
Ronney:Bootysyn	Kategorie:Stiefel
Ronney:Yn Vrussyl	Kategorie:Brüssel
Ronney:Preeu-valjyn ny h-Oarpey	Kategorie:Hauptstadt in Europa
Ronney:Preeu-valjyn ny h-Aishey	Kategorie:Hauptstadt in Asien
Ronney:Kiare-chassee	Kategorie:Landwirbeltiere
Ronney:Podgorica	Kategorie:Podgorica
Ronney:Ushtaghyn ny Polynn	Kategorie:Gewässer in Polen
Ronney:Ushtaghyn ny Frank	Kategorie:Gewässer in Frankreich
Ronney:Ushtaghyn ny Spaainey	Kategorie:Gewässer in Spanien
Ronney:Ushtaghyn ny Germaan	Kategorie:Gewässer in Deutschland
Ronney:Malvales	Kategorie:Malvales
Ronney:Coondaeghyn moirvaljagh Hostyn	Kategorie:Metropolitan County
Ronney:Cadee	Kategorie:Baumwolle
Ronney:Platinum	Kategorie:Platin
Ronney:Buill chummaltagh ayns Coontae Västra Götaland	Kategorie:Ort in Västra Götalands län
Ronney:Nerin Hwoaie	Kategorie:Nordirland
Ronney:Prishtina	Kategorie:Priština
Ronney:Papilionidae	Kategorie:Ritterfalter
Ronney:Providence, Ellan Rhode	Kategorie:Providence
Ronney:Fouyr (imbagh)	Kategorie:Herbst
Clowan:Caslys-çheerey soiaghey Heer ny Gaeil	Vorlage:Positionskarte Schottland Highland
Clowan:Caslys-çheerey soiaghey Lannraig Yiass	Vorlage:Positionskarte Schottland South Lanarkshire
Clowan:Caslys-çheerey soiaghey Cheshire	Vorlage:Positionskarte England Cheshire
Ronney:Paramaribo	Kategorie:Paramaribo
Ronney:Yn Phatagoan	Kategorie:Patagonien
Ronney:Shirveishee reiltys ny h-Eeslynn	Kategorie:Minister (Island)
Ronney:Cloiaghyn bluckan	Kategorie:Ballspiel
Ronney:Allium	Kategorie:Lauch
Ronney:Valletta	Kategorie:Valletta
Ronney:H. P. Lovecraft	Kategorie:H. P. Lovecraft
Ronney:Ellyneyryn Soolynnagh	Kategorie:Schwedischer Künstler
Ronney:Ellyneyryn Rooshagh	Kategorie:Russischer Künstler
Ronney:Ellyneyryn Germaanagh	Kategorie:Deutscher Künstler
Ronney:Polygonaceae	Kategorie:Knöterichgewächse
Wikipedia:Docamadys clowanyn	Hilfe:Vorlagendokumentation
Ronney:Haarlem	Kategorie:Haarlem
Ronney:Lefkosia	Kategorie:Nikosia
Ronney:Nickyl	Kategorie:Nickel
Ronney:Deynphobblaght ny Sheen	Kategorie:Volksrepublik China
Ronney:Sheelraghyn dy chirree	Kategorie:Schafrasse
Ronney:Nuuk	Kategorie:Nuuk
Ronney:Craueeaghtyn Abrahamagh	Kategorie:Abrahamitische Religion
Ronney:Fo-phlannadyn	Kategorie:Trabant
Ronney:Argid (bunstoo)	Kategorie:Silber
Ronney:Polasee çhengey	Kategorie:Sprachpolitik
Ronney:Yn Oarpey Heear	Kategorie:Westeuropa
Ronney:Yn Oarpey Yiass	Kategorie:Südeuropa
Ronney:Clowanyn Wikipedia rere reamys	Kategorie:Vorlage:nach Namensraum
Ronney:Abies	Kategorie:Tannen
Ronney:Scannaneyn rere jeihaght	Kategorie:Filmtitel nach Jahrzehnt
Ronney:Naoned	Kategorie:Nantes
Ronney:Çheer-oaylleeaght ny Rhiney Hwoaie-Westfalen	Kategorie:Geographie (Nordrhein-Westfalen)
Ronney:Slystyn ny Paraguay	Kategorie:Distrikt (Paraguay)
Ronney:Slystyn ny Serb	Kategorie:Okrug in Serbien
Ronney:Ny Mean Eashyn	Kategorie:Mittelalter
Ronney:Sleih rere çheer	Kategorie:Person nach Staat
Ronney:Mean-çheerey Heear Hostyn (ard)	Kategorie:West Midlands
Ronney:Parteeyn politickagh 'sy Ghermaan	Kategorie:Partei in Deutschland
Ronney:Çhengaghyn Ind-Eeraanagh	Kategorie:Indoiranische Sprachen
Ronney:Shirganeyn	Kategorie:Mumie
Ronney:Cantoonyn Lucsemburg	Kategorie:Kanton (Luxemburg)
Çhiass-chondughtaght	Wärmeleitung
Ronney:Arraghey 'syn Oarpey	Kategorie:Verkehr (Europa)
Ronney:Buill chummaltagh er y Rhine	Kategorie:Ort am Rhein
Clowan:Caslys-çheerey soiaghey Lancashire	Vorlage:Positionskarte England Lancashire
Ronney:Ranunculales	Kategorie:Ranunculales
Ronney:Stooghyn pashagh	Kategorie:Keramischer Werkstoff
Ronney:Glassraghyn duillagagh	Kategorie:Blattgemüse
Ronney:Shennaghys ny Frank rere eash	Kategorie:Geschichte Frankreichs nach Epoche
Ronney:Magnaishum	Kategorie:Magnesium
Ronney:Rollaghyn bentyn rish oaylleeaght	Kategorie:Liste (Wissenschaft)
Ronney:Cooid heihill aa-noaghey	Kategorie:Nachwachsende Rohstoffe
Ronney:Ellynyn jesheenagh	Kategorie:Kunstgewerbe
Ronney:Buill chummaltagh ayns Steat Paraná	Kategorie:Ort in Paraná
Ronney:Buill chummaltagh ayns Finnlynn	Kategorie:Ort in Finnland
Ronney:Buill chummaltagh 'sy Çhillee	Kategorie:Ort in Chile
Clowan:Caslys-çheerey soiaghey Yorkshire Heear	Vorlage:Positionskarte England West Yorkshire
Ronney:Buill chummaltagh ayns Coontae Tiranë	Kategorie:Ort im Qark Tirana
Ronney:Meoiraghtyn 'sy Rank	Kategorie:Präfektur in Frankreich
Ronney:Buill chummaltagh ayns Pobblaght ny Massadoan	Kategorie:Ort in Mazedonien
Ronney:Buill chummaltagh ayns Bosnia as Herzegovina	Kategorie:Ort in Bosnien und Herzegowina
Ronney:Buill chummaltagh ayns Queiggey Odessa	Kategorie:Ort in der Oblast Odessa
Ronney:Caayr Lucsemburg	Kategorie:Luxemburg (Stadt)
Ronney:Reykjavík	Kategorie:Reykjavík
Clowan:Lang-hsb	Vorlage:HsbS
Ronney:Araucariaceae	Kategorie:Araucariaceae
Ronney:Baljyn coontae ayns Florida	Kategorie:County Seat in Florida
Ronney:Baljyn coontae ayns ny Steatyn Unnaneysit	Kategorie:County Seat in den Vereinigten Staaten
Ronney:Baljyn coontae ayns Kansas	Kategorie:County Seat in Kansas
Ronney:Soiagyn coontae ayns Ellan Rhode	Kategorie:County Seat in Rhode Island
Ronney:Merseyside	Kategorie:Merseyside
Ronney:Preeu-valjyn steatyn ny Germaan	Kategorie:Deutsche Landeshauptstadt
Ronney:Raaidyn 'sy Roosh	Kategorie:Straße in Russland
Ronney:Nabooyssyn ayns Los Angeles, California	Kategorie:Stadtteil (Los Angeles)
Ronney:Troaryn bree	Kategorie:Energiepflanze
Ronney:Slystyn Voldova	Kategorie:Rajon in Moldawien
Ronney:Chișinău	Kategorie:Chișinău
Ronney:Brasília	Kategorie:Brasília
Ronney:Asparagus	Kategorie:Spargel
Ronney:Ljouwert	Kategorie:Leeuwarden
Ronney:Ljubljana	Kategorie:Ljubljana
Ronney:Queiggey Lion	Kategorie:Leinster
Ronney:Lille	Kategorie:Lille
Ronney:Leeds	Kategorie:Leeds
Ronney:Lusaka	Kategorie:Lusaka
Ronney:Typhaceae	Kategorie:Typhaceae
Ronney:Eaddeeyn rere currym	Kategorie:Kleidung nach Verwendung
Ronney:Fo-eaddagh ben	Kategorie:Reizwäsche
Ronney:Eaddeeyn rere sorçh	Kategorie:Bekleidung nach Typ
Clowan:Ymmydeyr sl-1	Vorlage:User sl-1
Ronney:Sleih Zhuang	Kategorie:Zhuang
Ronney:Leigh paitçhyn	Kategorie:Jugendstrafrecht (Deutschland)
Ronney:Cowraghyn ashoonagh ny Polynn	Kategorie:Nationales Symbol (Polen)
Clowan:Lang-ga	Vorlage:GaS
Ronney:Keayn y Jiass	Kategorie:Südlicher Ozean
Ronney:Coinnagh	Kategorie:Cognac
Ronney:Theater ayns Nerin	Kategorie:Theater (Irland)
Ronney:Ard-obbrinys Yernagh	Kategorie:Architektur (Irland)
Ronney:Thieyn as strughtooryn ayns Pobblaght Nerin	Kategorie:Bauwerk in Irland
Ronney:Thieyn as strughtooryn 'sy Reeriaght Unnaneysit	Kategorie:Bauwerk im Vereinigten Königreich
Ronney:Coonseilyn ynnydagh ny Malta	Kategorie:Gemeinde in Malta
Ronney:Brabant	Kategorie:Brabant
Ronney:Moan	Kategorie:Anglesey
Clowan:Lang-pl	Vorlage:PlS
Ronney:Emshir ghrammeydagh	Kategorie:Tempus
Yn Çheen (reddaghey)	China (Begriffsklärung)
Ronney:Grianaig	Kategorie:Greenock
Ronney:Queiggaghyn ny Spaainey	Kategorie:Spanische Provinz
Ronney:Cantoon Berne	Kategorie:Kanton Bern
Ronney:Çheer-oaylleeaght ny Raue	Kategorie:Geographie (Rom)
Ronney:Obbrinaght chontinuum	Kategorie:Kontinuumsmechanik
Ronney:Leigh rere bun-chooish	Kategorie:Recht nach Thema
Ronney:Yn Flandyryn	Kategorie:Flandern
Ronney:Minsk	Kategorie:Minsk
Ronney:Ardjyn ny Çheerey Injil	Kategorie:Region in den Niederlanden
Ronney:Fyshoaylleeaght	Kategorie:Physiologie
Ronney:Shinc	Kategorie:Zink
Ronney:Zagreb	Kategorie:Zagreb
Ronney:Yerevan	Kategorie:Jerewan
Ronney:Aundyryn lettyraght Ghoaldagh	Kategorie:Literaturpreis (Vereinigtes Königreich)
Ronney:Countee corpagh Wrecsam	Kategorie:Wrexham
Ronney:Eaddeeyn feeit	Kategorie:Webware
Trojany, Queiggey Mazowsze	Trojany (Woiwodschaft Masowien)
Ronney:Shirveishee Argidys ny h-Eeslynn	Kategorie:Finanzminister (Island)
Ronney:Mooir ny Tasmaan	Kategorie:Tasmansee
Ronney:Çheer-oaylleeaght Ellanyn ny Geyrragh	Kategorie:Geographie (Färöer)
Ronney:Ellanyn ayns Ellanyn ny Geyrragh	Kategorie:Insel (Färöer)
Ronney:Tórshavn	Kategorie:Tórshavn
Ronney:Buill chummaltagh ayns Ellanyn ny Geyrragh	Kategorie:Ort auf den Färöern
Ronney:Clowanyn kiaull	Kategorie:Vorlage:Musik
Ronney:Buill chummaltagh ayns Palau	Kategorie:Ort in Palau
Ronney:Buill chummaltagh ayns Coontae Pest	Kategorie:Ort im Komitat Pest
Ronney:Ny Çheeraghyn Balkanagh	Kategorie:Balkan
Ronney:Ynsaghey çhengey	Kategorie:Sprachenlernen
Ronney:Baarle	Kategorie:Englische Sprache
Clowan:Gutenberg	Vorlage:PGIW
Ronney:Åland	Kategorie:Åland
Ronney:Cooilleeinaghyn Vee ny Nollick	Kategorie:Gedenk-, Feier- oder Aktionstag im Dezember
Ronney:Aundyryn caslys-skeeal	Kategorie:Comicpreis
Ronney:Lerphoyll	Kategorie:Liverpool
Ronney:Kimmeeyssyn caggee Natseeagh	Kategorie:NS-Kriegsverbrechen
Ronney:Awinyn ny Britaan	Kategorie:Fluss in der Bretagne
Ronney:Shennaghys Norlynn	Kategorie:Norwegische Geschichte
Ronney:Çheeraghyn ny h-Aishey	Kategorie:Staat in Asien
Ronney:Çheeraghyn ayns America	Kategorie:Staat in Amerika
Ronney:Kimmeeyssyn y Nah Chaggey Dowanagh	Kategorie:Kriegsverbrechen im Zweiten Weltkrieg
Ronney:Ellyneyryn Iddaalagh	Kategorie:Italienischer Künstler
Ronney:Joaraghyn	Kategorie:Grenze
Ronney:Shirveishee Argidys	Kategorie:Finanzminister
Clowan:User gd-3	Vorlage:User gd-3
Clowan:Ymmydeyr gd-2	Vorlage:User gd-2
Clowan:Ymmydeyr gd-1	Vorlage:User gd-1
Clowan:Ymmydeyr cy-2	Vorlage:User cy-2
Clowan:Ymmydeyr cy-1	Vorlage:User cy-1
Clowan:Caslys-çheerey soiaghey Cumbria	Vorlage:Positionskarte England Cumbria
Clowan:Caslys-çheerey soiaghey Wheiggey Vologda	Vorlage:Positionskarte Russland Oblast Wologda
Clowan:Caslys-çheerey soiaghey Wheiggey Samara	Vorlage:Positionskarte Russland Oblast Samara
Clowan:Caslys-çheerey soiaghey Chaayr Pheddyr	Vorlage:Positionskarte Russland Sankt Petersburg
Clowan:Caslys-çheerey soiaghey Wheiggey Rostov	Vorlage:Positionskarte Russland Oblast Rostow
Clowan:Lang-ro	Vorlage:RoS
Ronney:Yn Vooir Vane	Kategorie:Weißes Meer
Clowan:Lang-hu	Vorlage:HuS
Clowan:Lang-gd	Vorlage:GdS
Clowan:Lang-et	Vorlage:EtS
Clowan:Lang-es	Vorlage:EsS
Clowan:Lang-dsb	Vorlage:DsbS
Clowan:Lang-cy	Vorlage:CyS
Clowan:Lang-ca	Vorlage:CaS
Clowan:Lang-az	Vorlage:AzS
Ronney:Mean-çheerey Heear Hostyn (coontae)	Kategorie:West Midlands (Metropolitan County)
Ronney:Lodainn Heear	Kategorie:West Lothian
Ronney:Coontae Dùn Breatainn Heear	Kategorie:West Dunbartonshire
Ronney:Politickeyryn Bretnagh	Kategorie:Politiker (Wales)
Ronney:Taoisigh Nerin	Kategorie:Ministerpräsident (Irland)
Ronney:Bollee çhellveeish	Kategorie:Fernsehsender
Ronney:Purt Largey	Kategorie:Waterford
Ronney:Washington, D.C.	Kategorie:Washington, D.C.
Ronney:Warwickshire	Kategorie:Warwickshire
Ronney:Çheer-oaylleeaght Vretyn Yiass Noa	Kategorie:Geographie (New South Wales)
Liv and Maddie	Liv und Maddie
Ronney:Vilnius	Kategorie:Vilnius
Ronney:Caayryn ayns Mean-çheerey Heear Hostyn (ard)	Kategorie:Ort in den West Midlands
Ronney:Baljyn as baljyn beggey ayns ny h-Ellanyn Heear	Kategorie:Ort auf den Äußeren Hebriden
Ronney:Baljyn beggey as baljaghtyn ayns Ard Trenčín	Kategorie:Gemeinde im Trenčiansky kraj
Ronney:Ny Loghlynee	Kategorie:Wikinger
Ronney:Yn Eash Loghlynagh	Kategorie:Wikingerzeit
Ronney:Coontae Aberdon	Kategorie:Aberdeenshire
Ronney:Aberdon	Kategorie:Aberdeen
Ronney:Abidjan	Kategorie:Abidjan
Ronney:Aghtinoidyn	Kategorie:Actinoid
Ronney:Verbenaceae	Kategorie:Verbenaceae
Ronney:Leddogeyryn Veneswaalagh	Kategorie:Tennisspieler (Venezuela)
Ronney:Farrys thallooin	Kategorie:Agrarwissenschaft
Ronney:Aer-lhuingyssyn ny h-Oarpey	Kategorie:Fluggesellschaft (Europa)
Ronney:Breidyn (eaddeeyn)	Kategorie:Schleier
Ronney:Çhaghnoaylleeaghtyn neuhiyraghey carbid	Kategorie:Bremstechnik
Ronney:Germaanish Alemanagh	Kategorie:Alemannisch
Ronney:Çhengaghyn Algonquiagh	Kategorie:Algonkin-Sprachen
Ronney:Alismatales	Kategorie:Alismatales
Ronney:Alkaloydyn	Kategorie:Alkaloid
Ronney:Ollymin	Kategorie:Aluminium
Ronney:Amaranthaceae	Kategorie:Fuchsschwanzgewächse
Ronney:Uusimaa	Kategorie:Uusimaa
Ronney:Ratçheyderyn gleash-wheeyl Americaanagh	Kategorie:Motorrad-Rennfahrer (Vereinigte Staaten)
Ronney:Amoebosoa	Kategorie:Amoebozoen
Ronney:Ancien Régime	Kategorie:Geschichte Frankreichs in der Frühen Neuzeit
Ronney:Andorra la Vella	Kategorie:Andorra la Vella
Ronney:Reeaghyn as benreinyn Anglo-Hostnagh	Kategorie:Angelsächsischer König
Ronney:Aonghas	Kategorie:Angus (Schottland)
Ronney:Antananarivo	Kategorie:Antananarivo
Ronney:Anthemideae	Kategorie:Anthemideae (Tribus)
Ronney:Antirrhinum	Kategorie:Löwenmäuler
Ronney:Apiaceae	Kategorie:Doldenblütler
Ronney:Eaddeeyn Arabagh	Kategorie:Kostümkunde (Arabien)
Ronney:Araliaceae	Kategorie:Araliaceae
Ronney:Çhengaghyn Arawakagh	Kategorie:Arawak-Sprachen
Ronney:Québec	Kategorie:Québec
Ronney:Yn Arctagh	Kategorie:Arktis
Ronney:Oirr ny Gaeil as Boad	Kategorie:Argyll and Bute
Ronney:Çheer-oaylleeaght York Noa	Kategorie:Geographie (New York)
Ronney:Artemisia	Kategorie:Beifuß
Ronney:Marchantiophyta	Kategorie:Lebermoose
Ronney:Ellanyn rere keayn ny mooir	Kategorie:Insel nach Meer
Ronney:Onagraceae	Kategorie:Onagraceae
Ronney:Oleaceae	Kategorie:Oleaceae
Ronney:Juglandaceae	Kategorie:Juglandaceae
Ronney:Rhamnaceae	Kategorie:Rhamnaceae
Ronney:Euphorbiaceae	Kategorie:Euphorbiaceae
Ronney:Scrophulariaceae	Kategorie:Scrophulariaceae
Ronney:Aşgabat	Kategorie:Aşgabat
Ronney:Rubus	Kategorie:Brom- und Himbeeren
Ronney:Astana	Kategorie:Astana
Ronney:Astereae	Kategorie:Astereae (Tribus)
Ronney:Yn Atheen	Kategorie:Athen
Ronney:Turneyryn Theayagh	Kategorie:Generalstaatsanwalt
Ronney:Aymarish	Kategorie:Aru-Sprachen
Ronney:Asserbajaanish	Kategorie:Aserbaidschanische Sprache
Ronney:Violaceae	Kategorie:Violaceae
Ronney:Bacteyrofageeyn	Kategorie:Bakteriophage
Ronney:Poagaghyn (fassan)	Kategorie:Handtasche
Ronney:Poagaghyn	Kategorie:Gepäck
Ronney:Balsaminaceae	Kategorie:Balsaminaceae
Ronney:Yn Vooir Valtagh	Kategorie:Ostsee
Ronney:Bancyn Nerin	Kategorie:Kreditinstitut (Irland)
Ronney:Oarn	Kategorie:Gerste
Ronney:Baiaghyn ny Polynn	Kategorie:Bucht in Polen
Ronney:Beeal Feirshtey	Kategorie:Belfast
Ronney:Cryssyn	Kategorie:Gürtel
Ronney:Berberidaceae	Kategorie:Berberidaceae
Ronney:Berne	Kategorie:Bern
Ronney:Bielefeld	Kategorie:Bielefeld
Ronney:Ardjyn ny Pobblaght Çheck	Kategorie:Region in Tschechien
Ronney:Bea-vree	Kategorie:Bioenergie
Ronney:Bea-chonney	Kategorie:Biogener Brennstoff
Ronney:Clowanyn kianglaghyn çheumooie bea-oaylleeaght	Kategorie:Vorlage:Datenbanklink Biologie
Ronney:Birmingham, Sostyn	Kategorie:Birmingham
Ronney:Baljyn corpagh Chaayr York Noa	Kategorie:Stadtbezirk von New York City
Ronney:Cainleyn	Kategorie:Kerze
Ronney:Brassica	Kategorie:Kohl
Ronney:Bratislava	Kategorie:Bratislava
Ronney:Leighderyn Goaldagh	Kategorie:Rechtsanwalt (Vereinigtes Königreich)
Ronney:Bromeliaceae	Kategorie:Bromeliaceae
Ronney:Bucharest	Kategorie:Bukarest
Ronney:Pinaceae	Kategorie:Pinaceae
Ronney:Thieyn as strughtooryn ayns Mannin	Kategorie:Bauwerk auf der Isle of Man
Ronney:Sir Gaerfyrddin	Kategorie:Carmarthenshire
Ronney:Ronnaghyn rere boodeeys hene-reiltagh ny Spaainey	Kategorie:Spanien nach autonomer Gemeinschaft
Ronney:Thieyn as strughtooryn ayns Divlyn	Kategorie:Bauwerk in Dublin
Ronney:Çheeraghyn ayns America Veanagh	Kategorie:Staat in Mittelamerika
Ronney:Slyst Veanagh, Israel	Kategorie:Zentralbezirk (Israel)
Ronney:Ellanyn Vooir Eeaght	Kategorie:Kanalinseln
Ronney:Eggoaylleeaght chemmigagh	Kategorie:Chemische Ökologie
Ronney:Kishtaghyn fys kemmig	Kategorie:Vorlage:Infobox Chemie
Ronney:Dactylorhiza	Kategorie:Knabenkräuter (Dactylorhiza)
Ronney:Aundyryn lettyraght phaitçhyn	Kategorie:Kinder- und Jugendliteraturpreis
Ronney:Danvargish	Kategorie:Dänische Sprache
Ronney:Darmstadt	Kategorie:Darmstadt
Ronney:Chongqing	Kategorie:Chongqing
Ronney:Aer-lhuingyssyn ass ymmyd	Kategorie:Ehemalige Fluggesellschaft
Ronney:Aer-lhuingyssyn ny h-Oarpey ass ymmyd	Kategorie:Ehemalige Fluggesellschaft (Europa)
Ronney:Caayryn as baljyn ayns Ard Preeu-valjagh ny Danvarg	Kategorie:Ort in der Region Hovedstaden
Ronney:Caayryn as baljyn ayns Queiggey ny Polynn Mooar	Kategorie:Ort der Woiwodschaft Großpolen
Ronney:Caayryn as baljyn ayns Queiggey Kujawy-Pomorze	Kategorie:Ort der Woiwodschaft Kujawien-Pommern
Ronney:Caayryn as baljyn ayns Queiggey ny Polynn Beg	Kategorie:Ort der Woiwodschaft Kleinpolen
Ronney:Caayryn as baljyn ayns Queiggey ny Sileesh Eeaghtyragh	Kategorie:Ort der Woiwodschaft Niederschlesien
Ronney:Caayryn as baljyn ayns Queiggey Lublin	Kategorie:Ort der Woiwodschaft Lublin
Ronney:Caayryn as baljyn ayns Queiggey Podkarpacie	Kategorie:Ort der Woiwodschaft Karpatenvorland
Ronney:Caayryn as baljyn ayns Queiggey Podlasie	Kategorie:Ort der Woiwodschaft Podlachien
Ronney:Caayryn as baljyn ayns Queiggey Pomorze	Kategorie:Ort der Woiwodschaft Pommern
Ronney:Doirrey	Kategorie:Derry
Ronney:Tbilisi	Kategorie:Tiflis
Ronney:Caayryn as baljyn ayns Queiggey Pomorze Heear	Kategorie:Ort der Woiwodschaft Westpommern
Ronney:Caayryn as baljyn ayns Queiggey Święty Krzyż	Kategorie:Ort der Woiwodschaft Heiligkreuz
Ronney:Detmold	Kategorie:Detmold
Ronney:Caayryn ayns Sostyn Hiar Hwoaie	Kategorie:Ort in North East England
Ronney:Dipsacales	Kategorie:Dipsacales
Ronney:Caayryn ayns Yorkshire as y Humber	Kategorie:Ort in Yorkshire and the Humber
Ronney:Coontae Chlagh Manu	Kategorie:Clackmannanshire
Ronney:Joughinyn drigit	Kategorie:Spirituose
Ronney:Livrey-ys, mynchreck, as slanechreck	Kategorie:Distributionspolitik
Ronney:Slystyn ny Germaan	Kategorie:Landkreis in Deutschland
Ronney:Slystyn ayns Naaroo	Kategorie:Nauruischer Distrikt
Ronney:Slystyn ny Soorinam	Kategorie:Distrikt in Suriname
Ronney:Slystyn ny Vietnam	Kategorie:Bezirk in Vietnam
Ronney:Beiyn thieoilagh	Kategorie:Haustier
Ronney:Draba	Kategorie:Felsenblümchen
Ronney:Dùn Phris as y Ghallioo	Kategorie:Dumfries and Galloway
Ronney:Ard-valley Dùn Dèagh	Kategorie:Dundee
Ronney:Ellyneyryn Ollanagh	Kategorie:Niederländischer Künstler
Ronney:Planaidyn crivassanagh	Kategorie:Zwergplanet
Ronney:Düsseldorf	Kategorie:Düsseldorf
Ronney:Yn Aishey Hiar	Kategorie:Ostasien
Ronney:Coontae Inver Ayre Hiar	Kategorie:East Ayrshire
Ronney:Coontae Dùn Breatainn Hiar	Kategorie:East Dunbartonshire
Ronney:Lodainn Hiar	Kategorie:East Lothian
Ronney:Mean-çheerey Hiar Hostyn	Kategorie:East Midlands
Ronney:Coontae Rinn Friù Hiar	Kategorie:East Renfrewshire
Ronney:Treen Hiar Yorkshire	Kategorie:East Riding of Yorkshire
Ronney:Sostyn Hiar	Kategorie:East of England
Ronney:Tarmaynys Vannin	Kategorie:Wirtschaft (Isle of Man)
Ronney:Edgar Allan Poe	Kategorie:Edgar Allan Poe
Ronney:Doon Edin	Kategorie:Edinburgh
Ronney:Ynsagh rere boayl	Kategorie:Bildung nach räumlicher Zuordnung
Ronney:Ynsagh 'sy Ghermaan rere steat	Kategorie:Bildung in Deutschland nach Bundesland
Ronney:Ynsagh 'sy Rhine Hwoaie-Westfalen	Kategorie:Bildung in Nordrhein-Westfalen
Ronney:Jeantaneyn Egyptagh	Kategorie:Archäologischer Fund (Ägypten)
Ronney:Çhengaghyn Egyptagh	Kategorie:Ägyptische Sprache
Ronney:Eintracht Frankfurt	Kategorie:Eintracht Frankfurt
Ronney:Reihyssyn ayns Nerin	Kategorie:Wahl in Irland
Ronney:Lectro-vagnaidys	Kategorie:Elektrodynamik
Ronney:Bree	Kategorie:Energiewesen
Ronney:Queiggey Connaghtey	Kategorie:Connacht
Ronney:Spoyrteyryn Sostynagh	Kategorie:Sportler (England)
Ronney:Çhymbyllaght	Kategorie:Umweltschutz
Ronney:Ericaceae	Kategorie:Ericaceae
Ronney:Ericales	Kategorie:Ericales
Ronney:Coondaeghyn ayns Nerin Hwoaie	Kategorie:Nordirische Grafschaft
Ronney:Coondaeghyn ny h-Albey	Kategorie:Schottische Grafschaft
Ronney:Çhengaghyn Eskimagh-Aleutagh	Kategorie:Eskimo-aleutische Sprachen
Ronney:Espoo	Kategorie:Espoo
Ronney:Coontae yn Chavan	Kategorie:County Cavan
Ronney:Coontae yn Chlaair	Kategorie:County Clare
Ronney:Coontae 'er Managh	Kategorie:County Fermanagh
Ronney:Coontae Cheeill Darey	Kategorie:County Kildare
Ronney:Coontae Lhoo	Kategorie:County Louth
Ronney:Coontae Vuinaghan	Kategorie:County Monaghan
Ronney:Coontae Uíbh Fhailí	Kategorie:County Offaly
Ronney:Coontae Hybbyrt Aarey	Kategorie:County Tipperary
Ronney:Coontae Heer Eoin	Kategorie:County Tyrone
Ronney:Coontae ny h-Eearvee	Kategorie:County Westmeath
Ronney:Baljyn coontae ayns Pobblaght Nerin	Kategorie:County Town (Irland)
Ronney:Faboideae	Kategorie:Schmetterlingsblütler
Ronney:Eaddeeyn (cullee)	Kategorie:Textilmaterial
Ronney:Fagaceae	Kategorie:Fagaceae
Ronney:Ellanyn ny Geyrragh	Kategorie:Färöer
Ronney:Politickeyryn jeh Fianna Fáil	Kategorie:Mitglied der Fianna Fáil
Ronney:Reddyn far-skeealagh	Kategorie:Fiktives Objekt
Ronney:Yn Rhine	Kategorie:Rhein
Ronney:Scannaneyn rere eash	Kategorie:Filmtitel nach Jahrhundert
Clowan:Lang-an	Vorlage:AnS
Clowan:Lang-zh	Vorlage:ZhS
Ronney:Politickeyryn jeh Fine Gael	Kategorie:Mitglied der Fine Gael
Ronney:Fine Goal	Kategorie:County Fingal
Ronney:Mairyn	Kategorie:Finger
Ronney:Finnlynnish	Kategorie:Finnische Sprache
Ronney:Keyllyssyn sailley	Kategorie:Fjord
Ronney:Bratteeyn Israel	Kategorie:Flagge (Israel)
Ronney:Bratteeyn ny Litaan	Kategorie:Flagge (Litauen)
Ronney:Bratteeyn Phobblaght Nerin	Kategorie:Flagge (Irland)
Ronney:Sir y Fflint	Kategorie:Flintshire
Clowan:Lang-sv	Vorlage:SvS
Ronney:Soccer ayns Mannin	Kategorie:Fußball auf der Isle of Man
Ronney:Eggoaylleeaght cheylley	Kategorie:Waldökologie
Ronney:Keylljyn	Kategorie:Wald
Ronney:Eear-heeraghyn rere mooar-rheynn	Kategorie:Historischer Staat nach Kontinent
Ronney:Eear-valjaghtyn ayns Finnlynn	Kategorie:Ehemalige Gemeinde in Finnland
Ronney:Eear-valjaghtyn 'sy Reeshlann (queiggey)	Kategorie:Ehemalige Gemeinde in der Provinz Friesland
Ronney:Eear-valjaghtyn 'sy Çheer Injil	Kategorie:Ehemalige Gemeinde in den Niederlanden
Ronney:Eear-aarheynnyn ny Frank	Kategorie:Ehemalige Verwaltungseinheit (Frankreich)
Ronney:Masoonys	Kategorie:Freimaurerei
Ronney:Ellyneyryn Frangagh	Kategorie:Französischer Künstler
Ronney:Frangish	Kategorie:Französische Sprache
Ronney:Yn Reeshlann	Kategorie:Friesland
Ronney:Çhengaghyn Freeshlannagh	Kategorie:Friesische Sprache
Roie-ockle	Präposition
Ronney:Gdańsk	Kategorie:Danzig
Ronney:Çheer-oaylleeaght ny Baveyr	Kategorie:Geographie (Bayern)
Ronney:Çheer-oaylleeaght ny Britaan	Kategorie:Geographie (Bretagne)
Ronney:Çheer-oaylleeaght California	Kategorie:Geographie (Kalifornien)
Ronney:Çheer-oaylleeaght ny Corn	Kategorie:Geographie (Cornwall)
