Aprika	Afrika
Taba ng gatas	Milchfett
Peter Cullen	Peter Cullen
Silangang Indiyas ng Espanya	Spanisch-Ostindien
Rosemead, California	Rosemead
Saran	Saran
Plaskang Florencia	Rundkolben
Unipormeng pampaaralan ng mga Hapones	Schuluniformen in Japan
Kikuchi, Kumamoto	Kikuchi (Kumamoto)
Ono, Hyogo	Ono (Hyōgo)
Orgiya	Orgie
2217 Eltigen	(2217) Eltigen
2307 Garuda	(2307) Garuda
2404 Antarctica	(2404) Antarctica
Kasaysayan ng Timog Amerika	Geschichte Südamerikas
2299 Hanko	(2299) Hanko
Hidden Hills, California	Hidden Hills
Patente sa sopwer	Softwarepatent
Elektra (komiks)	Elektra (Comicfigur)
Nokia 3210	Nokia 3210
Santol	Santol (Pflanze)
Corcoran, California	Corcoran (Kalifornien)
Watsonville, California	Watsonville
Maslenitsa	Masleniza
First Wives Club	Der Club der Teufelinnen
James Francis Smith	James Francis Smith
Rosh Hodesh	Rosch Chodesch
San Nicolás de los Garza	San Nicolás de los Garza
Dibamidae	Schlangenschleichen
Abito	Habit
Wikipedia:Tulong	Hilfe:Übersicht
Kartang pambati	Glückwunschkarte
Ina, Saitama	Ina (Saitama)
Eskriba	Kopist
Gabi (paglilinaw)	Gabi (Begriffsklärung)
Tustin, California	Tustin (Kalifornien)
Imperial Beach, California	Imperial Beach
Commerce, California	Commerce (Kalifornien)
Asamblea ng mga Dalubhasa	Expertenrat
Brisbane, California	Brisbane (Kalifornien)
Asyenda	Hazienda
Dulce de leche	Dulce de leche
Bristol Brabazon	Bristol Brabazon
2889 Brno	(2889) Brno
Palaro ng Timog Silangang Asya 2005	Südostasienspiele 2005
Pescadores	Penghu-Inseln
Pagbobolang-niyebe	Snowballing
Robert Ford	Robert Ford
Bong Revilla	Ramon Revilla junior
2365 Interkosmos	(2365) Interkosmos
2541 Edebono	(2541) Edebono
2910 Yoshkar-Ola	(2910) Yoshkar-Ola
2749 Walterhorn	(2749) Walterhorn
2817 Perec	(2817) Perec
2944 Peyo	(2944) Peyo
Vincent (awitin)	Vincent (Lied)
Windows Live OneCare	Windows Live OneCare
Hyolitha	Hyolithiden
DAIGO	Daigo (Sänger)
2297 Daghestan	(2297) Daghestan
Phörpa	Spiel der Götter – Als Buddha den Fußball entdeckte
Seiji Miyaguchi	Seiji Miyaguchi
Villa del Rosario, Norte de Santander	Villa del Rosario (Norte de Santander)
Pontifícia Universidade Católica de Minas Gerais	Pontifícia Universidade Católica de Minas Gerais
San Juan Capistrano, California	San Juan Capistrano
Santee, California	Santee (Kalifornien)
San Dimas, Kaliporniya	San Dimas (Kalifornien)
Layla	Layla (Lied)
Lindol sa Kapuluang Solomon noong 2007	Erdbeben bei den Salomonen 2007
Misato, Saitama (bayan)	Misato-machi (Saitama)
Vista, California	Vista (Kalifornien)
Danyang	Danyang (Zhenjiang)
Hatoyama, Saitama	Hatoyama (Saitama)
Pacifica, California	Pacifica (Kalifornien)
Pagsasayaw sa yelo	Eistanzen
An-an	Pityriasis versicolor
Monrovia, California	Monrovia (Kalifornien)
EK	Evropaiko Komma
Pornikasyon	Unzucht
Industry, California	Industry (Kalifornien)
Bahurang Tubbataha	Tubbataha-Riff
South San Francisco, California	South San Francisco
Paramount, California	Paramount (Kalifornien)
Pedobear	Kumā
Saratoga, California	Saratoga (Kalifornien)
Porterville, California	Porterville (Kalifornien)
Duarte, California	Duarte (Kalifornien)
Londinium	Londinium
Monterey Park, California	Monterey Park
Sterling Heights, Michigan	Sterling Heights (Michigan)
Kalinangang Nok	Nok-Kultur
Placerville, California	Placerville
Milpitas, California	Milpitas
Santa Fe de Antioquia	Santa Fe de Antioquia
Korban	Korbanot
Imadoki!	Imadoki!
Corregidor	Corregidor
Cloverdale, California	Cloverdale (Kalifornien)
Tactics (manga)	Tactics (Manga)
Seoul Broadcasting System	Seoul Broadcasting System
Lutuing Libanes	Libanesische Küche
Nagkakaisang mga Demokrata	Enomeni Dimokrates
Nagakute, Aichi	Nagakute
Sphenacodontia	Sphenacodontia
Imperial, California	Imperial (Kalifornien)
Calipatria, California	Calipatria
Ugnayang pang-industriya	Industrielle Beziehungen
La Estrella, Antioquia	La Estrella
Kyosuke Himuro	Kyōsuke Himuro
Albania, La Guajira	Albania (La Guajira)
China, Kagoshima	China (Kagoshima)
Apulid	Wasserkastanie
Sabsaban	Trog (Behälter)
Isleton, California	Isleton
The Click Five	The Click Five
Jake Shimabukuro	Jake Shimabukuro
Vernon, Kaliporniya	Vernon (Kalifornien)
San Miguel Corporation	San Miguel Corporation
Ang Bacchae	Die Bakchen
Kultura ng Pilipinas	Kultur der Philippinen
Dinamikang pangsasakyan	Fahrdynamik
Trzcianka, Gmina Wilga	Trzcianka
Subprepektura ng Sōya	Unterpräfektur Sōya
Ogawa, Saitama	Ogawa (Saitama)
Donnell Harvey	Donnell Harvey
Monty Hall	Monty Hall
Senepa	Faszie
Oolohiya	Oologie
La Mesa, Kolombiya	La Mesa (Kolumbien)
Panitikan ng Bagong Selanda	Neuseeländische Literatur
Hollister, California	Hollister (Kalifornien)
Henry IV ng Pransiya	Heinrich IV. (Frankreich)
Popping	Popping
Listeriaceae	Listeriaceae
Chuck Norris facts	Chuck Norris Facts
Delilah	Delila
Periodontiks	Parodontologie
Patterson, California	Patterson (Kalifornien)
Masbate (pulo)	Masbate (Insel)
Yorktown, Virginia	Yorktown (Virginia)
Koshi Inaba	Kōshi Inaba
Guadalupe, Nuevo León	Guadalupe (Nuevo León)
Manuel Briones	Manuel Briones
Kosito	Kokytos
Palaro ng Timog Silangang Asya 1981	Südostasienspiele 1981
Gasgas	Schürfwunde
Cuautla, Morelos	Cuautla
Melusina	Melusine
Starland Vocal Band	Starland Vocal Band
Karmay	Stachelbeerbaum
Eugenio	Eugene
Neocallimastigomycota	Neocallimastigomycota
Deadhead (komiks)	Deadhead (Fangemeinde)
Kabataan ni Hesus	Jesuskind
Palasyo ng Malakanyang	Malacañang-Palast
Palayag	Takelage
Palos (paglilinaw)	Palos
Tala ng mga bansa ayon sa sistema ng pamahalaan	Liste der Regierungssysteme nach Staat
Subprepektura ng Sorachi	Unterpräfektur Sorachi
John Fiedler	John Fiedler
Buddha (manga)	Buddha (Manga)
Marry You	Marry You
Richard Bright (mediko)	Richard Bright (Arzt)
Rupert Crosse	Rupert Crosse
Umi, Fukuoka	Umi (Fukuoka)
Don Murray	Don Murray
Pinto Colvig	Pinto Colvig
Parasyte	Kiseijū
Reggie White	Reggie White
Jaime Lozano	Jaime Lozano
Michael Waltrip	Michael Waltrip
Albert Lacombe	Albert Lacombe
Dale Jarrett	Dale Jarrett
Omar Gooding	Omar Gooding
Toby Huss	Toby Huss
Paul Oscar Blocq	Paul Oscar Blocq
Frederik Magle	Frederik Magle
Cale Yarborough	Cale Yarborough
Jon Secada	Jon Secada
Mark Sanchez	Mark Sanchez
John Marley	John Marley
Leo Genn	Leo Genn
Darrell Waltrip	Darrell Waltrip
Pandaigdigang Araw ng Kabataan 2002	Weltjugendtag 2002
Pedro Paterno	Pedro Paterno
Subordinasyonismo	Subordinatianismus
David Pearson	David Pearson
Mitolohiyang Pilipino	Philippinische Mythologie
Harrodsburg, Kentucky	Harrodsburg
Oriental Light and Magic	OLM (Studio)
Santa Fe Springs, California	Santa Fe Springs
Los Alamitos, California	Los Alamitos
La Habra, California	La Habra
Laguna Niguel, California	Laguna Niguel
Lake Elsinore, California	Lake Elsinore
Westminster, Colorado	Westminster (Colorado)
Hercules, California	Hercules (Kalifornien)
Palos Verdes Estates, California	Palos Verdes Estates
Clayton, California	Clayton (Kalifornien)
Hemet, California	Hemet
Lemon Grove, California	Lemon Grove
Coachella, California	Coachella
Aliso Viejo, California	Aliso Viejo
Power Girl	Power Girl
Bundok Pulag	Pulag
Three Stooges	The Three Stooges
Paul L. Smith	Paul L. Smith
Produktong pangkarangyaan	Luxusgut
Or Yehuda	Or Jehuda
Cliff Edwards	Cliff Edwards
Alveolus	Alveole
Dum Diversas	Dum diversas
Oculomotor nucleus	Nucleus nervi oculomotorii
Oakley, California	Oakley (Kalifornien)
Pleasant Hill, California	Pleasant Hill (Kalifornien)
Marysville, California	Marysville (Kalifornien)
Ron Glass	Ron Glass
Chiquinquirá	Chiquinquirá
Targa Florio	Targa Florio
Pulot ng mānuka	Manuka-Honig
Tracy, California	Tracy (Kalifornien)
Beyond the Beyond (manga)	Futabas (höchst) seltsame Reise
San Gabriel, California	San Gabriel (Kalifornien)
Cudahy, California	Cudahy (Kalifornien)
Rolling Hills Estates, California	Rolling Hills Estates
Venus Versus Virus	Venus Versus Virus
Supot ng bahay-bata	Ovarialfollikel
Sonora, California	Sonora (Kalifornien)
Ione, California	Ione (Kalifornien)
Nubkheperre Intef	Nub-cheper-Re Anjotef
Dorris, California	Dorris (Kalifornien)
Manugang	Schwägerschaft
Taqiyya	Taqīya
Likas na tulay	Felsentor
Eduardo Yáñez	Eduardo Yáñez
Don't Cry for Me, Argentina	Don’t Cry for Me Argentina
Imprimatur	Imprimatur
Fritter	Krapfen
Estratehiya ng tensiyon	Strategie der Spannung
Wendie Malick	Wendie Malick
Kaharian ng Hejaz	Königreich Hedschas
Boxing Day	Boxing Day
Ostrov	Ostrov
Klaster	Konsonantencluster
Ernest Shackleton	Ernest Shackleton
Jack Weston	Jack Weston
Studio Orphee	Onegai Teacher
Jupiter	Jupiter
Rolling Hills, California	Rolling Hills (Kalifornien)
Emperador Kōnin	Kōnin
Circasia, Quindío	Circasia
Alice 19th	Alice 19th
Kukrit Pramoj	Kukrit Pramoj
Suchinda Kraprayoon	Suchinda Kraprayoon
2362 Mark Twain	(2362) Mark Twain
XEBEC	Xebec
Group TAC	Group TAC
Yorii, Saitama	Yorii (Saitama)
Setyembre 2006	September 2006
Eureka Seven	Eureka Seven
Indigo (paglilinaw)	Indigo (Begriffsklärung)
Unique selling proposition	Alleinstellungsmerkmal
Pertilidad	Fruchtbarkeit
Unikonta	Unikonta
Rudolph the Red-Nosed Reindeer	Rudolph, the Red-Nosed Reindeer
Kšinná	Kšinná
Palaro ng Timog Silangang Asya 2001	Südostasienspiele 2001
Corey Burton	Corey Burton
SBT	Sistema Brasileiro de Televisão
Ispermatorea	Spermatorrhoe
Partido Komunista (Suwesya)	Kommunistiska partiet
Lincoln, California	Lincoln (Kalifornien)
Plane	Plane
Panabo	Panabo City
Howard Rollins	Howard Rollins
Penektomiya	Penektomie
Tom Poston	Tom Poston
Génova, Quindío	Génova (Quindío)
Tisyung baskular	Leitungsbahn
Princess Ai	Princess Ai
James Harrington (may-akda)	James Harrington
Barong Tagalog	Barong Tagalog
Tintura	Tinktur
George Storrs	George Storrs
Nagsasariling Sosyalistikong Republikang Soviet ng Mordovia	Mordwinische Autonome Sozialistische Sowjetrepublik
Panfilo Lacson	Panfilo Lacson
Theodore Lyman	Theodore Lyman
Anteater	Ameisenbären
Nick Adams	Nick Adams (Schauspieler)
Paul George	Paul George
Yomitan, Okinawa	Yomitan (Okinawa)
Kemoterapiya	Chemotherapie
Killer Croc	Killer Croc
The Big O	The Big O
Sanya Dharmasakti	Sanya Dharmasakti
Misil	Lenkflugkörper
Jero	Jero
Noël Coypel	Noël Coypel
Koji Yakusho	Kōji Yakusho
Alex Rocco	Alex Rocco
Gregorio Honasan	Gregorio Honasan
Loyset Compère	Loyset Compère
Prospero Nograles	Prospero Nograles
Kaoru Osanai	Osanai Kaoru
Sarit Dhanarajata	Sarit Thanarat
Minoru Chiaki	Chiaki Minoru
Jose de Venecia, Jr.	Jose de Venecia junior
Gordon Tootoosis	Gordon Tootoosis
Eduardo Ermita	Eduardo Ermita
Shougo Sakamoto	Shōgo Sakamoto
Junpei Takiguchi	Jumpei Takiguchi
Mizuho, Tokyo	Mizuho (Tokio)
Romanisasyon	Umschrift
Los Angeles Clippers	Los Angeles Clippers
Matthew Henson	Matthew Henson
Taong Nanjing	Nanjing-Mensch
McFarland, California	McFarland (Kalifornien)
Tsokolateng burol	Chocolate Hills
Kenichi Mikawa	Ken’ichi Mikawa
Prince Hall	Prince Hall
2873 Binzel	(2873) Binzel
Asana	Narrabaum
Chaz Bono	Chaz Bono
Pag-alam sa araw ng linggo	Wochentagsberechnung
Socorro, Santander	Socorro (Kolumbien)
SUGIZO	Sugizo
Sitiveni Rabuka	Sitiveni Rabuka
Ferdinand Blumentritt	Ferdinand Blumentritt
Rifa'a al-Tahtawi	Rifa’a at-Tahtawi
Gregorio Aglipay	Gregorio Aglipay
Efren Reyes (bilyarista)	Efren Reyes
Gil Puyat	Gil J. Puyat
Rufino Kardinal Santos	Rufino Jiao Santos
Joaquín Jovellar	Joaquín Jovellar Soler
Pote Sarasin	Pote Sarasin
Chilliwack, British Columbia	Chilliwack
Francisco Balagtas	Francisco Balagtas
Flash Elorde	Flash Elorde
Paciano Rizal	Paciano Rizal
Jón Sveinsson	Jón Sveinsson
Francis Escudero	Francis Escudero
Yusef Hamadāni Cohen	Yousef Hamadani Cohen
Esfandyār	Esfandiyar
Luis Taruc	Luis Taruc
Vicente Sotto III	Vicente Sotto III
Teofisto Guingona, Jr.	Teofisto Guingona
Hermogenes Ebdane Jr.	Hermogenes Ebdane, Jr.
Cesar Virata	Cesar Virata
Lino Brocka	Lino Brocka
Ferdinand Marcos, Jr.	Ferdinand Marcos Jr.
Ronaldo Puno	Ronaldo Puno
Freddie Aguilar	Freddie Aguilar
Salvador Laurel	Salvador Laurel
Guy Sebastian	Guy Sebastian
Jun Kaname	Jun Kaname
Jefferson Long	Jefferson F. Long
Phraya Manopakorn Nititada	Phraya Manopakorn Nititada
José Apolonio Burgos	Jose Burgos
Iain Pears	Iain Pears
Selma, California	Selma (Kalifornien)
Greenfield, California	Greenfield (Kalifornien)
Calistoga, California	Calistoga
West Sacramento, California	West Sacramento
South Lake Tahoe, California	South Lake Tahoe
Mammoth Lakes, California	Mammoth Lakes (Kalifornien)
Norco, California	Norco (Kalifornien)
Perris, California	Perris
Taft, California	Taft (Kalifornien)
La Quinta, California	La Quinta
Half Moon Bay, California	Half Moon Bay (Kalifornien)
Laguna Woods, California	Laguna Woods
Moorpark, California	Moorpark
Goleta, California	Goleta
Timog El Monte, Kaliporniya	South El Monte
Stanton, California	Stanton (Kalifornien)
Port Hueneme, California	Port Hueneme
El Segundo, Kaliporniya	El Segundo
San Pablo, California	San Pablo (Kalifornien)
Folsom, California	Folsom (Kalifornien)
Maricopa, California	Maricopa (Kalifornien)
Lomita, California	Lomita
Lindsay, California	Lindsay (Kalifornien)
Irwindale, California	Irwindale
Woodside, California	Woodside (Kalifornien)
Simon Flexner	Simon Flexner
Francis Pangilinan	Francis Pangilinan
Matt Ryan	Matt Ryan (Footballspieler)
DeSean Jackson	DeSean Jackson
Jorge Lavat	Jorge Lavat
Daxing'anling	Großes Hinggan-Gebirge (Regierungsbezirk)
Larkspur, Kaliporniya	Larkspur
San Anselmo, California	San Anselmo
Rocklin, California	Rocklin
Mendota, California	Mendota (Kalifornien)
Tiburon, California	Tiburon (Kalifornien)
Kerman, California	Kerman (Kalifornien)
Oakdale, California	Oakdale (Kalifornien)
Reedley, California	Reedley
Jiutepec	Jiutepec
Orlando Mercado	Orlando Mercado
Marina, California	Marina (Kalifornien)
Tehachapi, California	Tehachapi
Weed, California	Weed (Kalifornien)
Wasco, California	Wasco (Kalifornien)
Soledad, California	Soledad (Kalifornien)
Rio Vista, California	Rio Vista (Kalifornien)
Shafter, California	Shafter (Kalifornien)
Parlier, California	Parlier (Kalifornien)
Chowchilla, California	Chowchilla (Kalifornien)
Galt, California	Galt (Kalifornien)
Coalinga, California	Coalinga
Sebastopol, California	Sebastopol (Kalifornien)
San Jacinto, California	San Jacinto (Kalifornien)
Corte Madera, California	Corte Madera
Monte Sereno, California	Monte Sereno
Rancho Santa Margarita, California	Rancho Santa Margarita
Fillmore, California	Fillmore (Kalifornien)
La Verne, California	La Verne
Santa Paula, California	Santa Paula
Signal Hill, California	Signal Hill
Hawaiian Gardens, California	Hawaiian Gardens
Lawndale, California	Lawndale (Kalifornien)
Lungsod ng Madero	Ciudad Madero
Ripon, California	Ripon (Kalifornien)
Manteca, California	Manteca
Miri	Miri
Farmersville, California	Farmersville (Kalifornien)
Exeter, California	Exeter (Kalifornien)
Rohnert Park, California	Rohnert Park
Windsor, California	Windsor (Kalifornien)
Winters, California	Winters (Kalifornien)
Lathrop, California	Lathrop (Kalifornien)
Burlingame, California	Burlingame (Kalifornien)
Livingston, California	Livingston (Kalifornien)
Dos Palos, California	Dos Palos
Woodlake, California	Woodlake (Kalifornien)
Capitola, Kaliporniya	Capitola (Kalifornien)
Seaside, California	Seaside (Kalifornien)
Dixon, California	Dixon (Kalifornien)
Dinuba, California	Dinuba
Shasta Lake, California	Shasta Lake
Rancho Cordova, California	Rancho Cordova
Grover Beach, California	Grover Beach
Lemoore, California	Lemoore
Olimpikong maskot	Olympische Maskottchen
Mount Shasta, California	Mount Shasta (Ort)
Colma, California	Colma
La Défense	La Défense
Mork & Mindy	Mork vom Ork
Gryfów Śląski	Gryfów Śląski
Tapachula	Tapachula
Sokolniki, Tula Oblast	Sokolniki (Tula)
Ugat na pandugo	Blutgefäß
Silangang Palo Alto, Kaliporniya	East Palo Alto
Emotions (Mariah Carey song)	Emotions (Lied)
Coventry Carol	Coventry Carol
Sogamoso	Sogamoso
Nogales, Sonora	Nogales (Sonora)
Monclova	Monclova
Sakai, Fukui	Sakai (Fukui)
Sakuragawa, Ibaraki	Sakuragawa
Kizugawa, Kyoto	Kizugawa
Maebaru, Pukuoka	Maebaru
Miyoshi, Tokushima	Miyoshi (Tokushima)
Unzen, Nagasaki	Minamishimabara
Kanzaki, Saga	Kanzaki
Miyawaka, Fukuoka	Miyawaka
Yufu, Ōita	Yufu
Miyama, Fukuoka	Miyama
Shefa-'Amr	Schefar’am
Tsusyima, Nagasaki	Tsushima (Nagasaki)
San Juan Bautista, Kaliporniya	San Juan Bautista (Kalifornien)
Escape the Fate	Escape the Fate
Canlaon	Canlaon City
Bitak na pampitso	Brusthöhle
Pamumukaw ng suso	Brustwarzenstimulation
Cebu Pacific	Cebu Pacific
Artipisyal na pagpili	Zucht
El Cerrito, Kaliporniya	El Cerrito (Kalifornien)
Pamplona, Colombia	Pamplona (Kolumbien)
Bardagol	Jock (Sportler)
Look ng Iligan	Bucht von Iligan
Mary's Boy Child	Mary’s Boy Child
Sinaunang pilosopiyang Griyego	Philosophenschulen der Antike
Buellton, California	Buellton
Pilosopiyang Budista	Buddhistische Philosophie
Labanan sa Turckheim	Schlacht bei Türkheim
Cabog-Cabog	Cabog-Cabog
Buddy Ebsen	Buddy Ebsen
Panitik na Buhid	Buid-Schrift
Unibersidad ng Estado Bukidnon	Bukidnon State University
Pamantasang Pang-estado ng Bulakan	Bulacan State University
Fujikawaguchiko, Yamanashi	Fujikawaguchiko
Fārs	Fars
Tipan (sa Bibliya)	Bund (Bibel)
Tumaco	Tumaco
Floridablanca, Santander	Floridablanca (Kolumbien)
George Smith	George Smith (Altertumswissenschaftler)
Ipiales	Ipiales
Palekh	Palech
San Agustín, Huila	San Agustín (Kolumbien)
Fuyang, Zhejiang	Fuyang (Hangzhou)
Millbrae, California	Millbrae
Portola Valley, California	Portola Valley
Riverbank, California	Riverbank (Kalifornien)
Duitama	Duitama
Portola, California	Portola
Yiwu	Yiwu (Jinhua)
Itoshima, Fukuoka	Itoshima (Fukuoka)
Soacha	Soacha
Hakuba, Nagano	Hakuba (Nagano)
Hillsborough, California	Hillsborough (Kalifornien)
La Cañada Flintridge, California	La Cañada Flintridge
Onagawa, Miyagi	Onagawa (Miyagi)
Taiping, Perak	Taiping (Malaysia)
Magangué	Magangué
Yuyao	Yuyao
Turlock, California	Turlock
Karuizawa, Nagano	Karuizawa (Nagano)
El Bagre	El Bagre
Dapitan	Dapitan City
Ormoc	Ormoc City
Pitalito	Pitalito
Yixing	Yixing
Changshu	Changshu
Jiangyin	Jiangyin
Shangzhi	Shangzhi
Burias	Burias
Nagsasariling Sosyalistikong Republikang Soviet ng Buryat	Burjatische Autonome Sozialistische Sowjetrepublik
Pateros, Kalakhang Maynila	Pateros
Madinat 'Isa	Madinat Isa
Busto	Busto
Buto	Buto
Puerto Asís	Puerto Asís
Uchiko, Ehime	Uchiko (Ehime)
Bénilde Romançon	Bénilde Romançon
Lungsod ng Surigao	Surigao City
Samal, Davao del Norte	Island Garden City of Samal
Manaoag, Pangasinan	Manaoag
Cadiz, Negros Occidental	Cadiz City
Silay	Silay City
Tanjay	Tanjay City
Catbalogan	Catbalogan City
Digos	Digos City
Yukari Tamura	Yukari Tamura
Linan	Lin’an
Tayibe	Tayyibe
Brighton & Hove	Brighton and Hove
Cat	CAT
Ogasawara, Tokyo	Ogasawara (Tokio)
Sahih al-Bukhari	Sahīh al-Buchārī
Taitsi, Wakayama	Taiji (Wakayama)
Chiyoda, Gunma	Chiyoda (Gunma)
Dongyang	Dongyang
Candelaria, Atlántico	Candelaria (Atlántico)
Miyoshi, Aichi	Miyoshi (Aichi)
Tōkai, Ibaraki	Tōkai (Ibaraki)
Ruwais	Ruwais
Yamada, Iwate	Yamada (Iwate)
Lanxi	Lanxi (Jinhua)
Rugao	Rugao
Jiangshan	Jiangshan
Shangyu	Shangyu
Shengzhou	Shengzhou
Palmar de Varela	Palmar de Varela
Xingning	Xingning (Meizhou)
Namie, Fukushima	Namie (Fukushima)
Tomioka, Fukushima	Tomioka (Fukushima)
Futaba, Fukushima	Futaba (Fukushima)
Santísimo Cristo de La Laguna	Cristo de La Laguna
Maasin	Maasin City
San Carlos, Negros Occidental	San Carlos City (Negros Occidental)
Paparazzi (awit)	Paparazzi (Lied)
Victorias	Victorias City
Lamao	Lamao
Tagoloan, Misamis Oriental	Tagoloan (Misamis Oriental)
Tangub	Tangub City
Kabankalan	Kabankalan City
Urrao	Urrao
Karmel	Ir haKarmel
Sabanalarga, Atlántico	Sabanalarga
Sipalay	Sipalay City
Talisay, Negros Occidental	Talisay City (Negros Occidental)
Jiate	Jiande
Hattie Caraway	Hattie Caraway
Escalante	Escalante City
Dongtai	Dongtai
Iñigo Martínez	Iñigo Martínez
Xinghua	Xinghua
Ultra Maniac	Ultra Maniac
Kapuluan ng Camotes	Camotes-Inseln
Pagsamba ng mga pastol	Anbetung der Hirten
Sikmura	Magen
Tamar	Tamar (Bibel)
The Flash (serye sa telebisyon ng 1990)	Flash – Der Rote Blitz
Halle Berry	Halle Berry
Araw ng mga Kaluluwa	Allerseelen
Cantarella (manga)	Cantarella
Buzz Lightyear of Star Command	Captain Buzz Lightyear – Star Command
Captain Marvel, Jr.	Captain Marvel Jr.
Caramelldansen	Caramelldansen
Heteroseksuwalidad	Heterosexualität
Ulang	Hummerartige
Víctor González	Víctor González
Labi	Labi
Skyrmion	Skyrmion
Carlos Mencia	Carlos Mencia
Charlie Hebdo	Charlie Hebdo
Carmen Velasquez	Carmen Velasquez
Kurap	Lidschlag
Nodame Cantabile	Nodame Cantabile
O Christmas Tree	O Tannenbaum
Casey Kasem	Casey Kasem
Orihinal na animasyong net	Web-Anime
2849 Shklovskij	(2849) Shklovskij
Cacajao	Uakaris
2845 Franklinken	(2845) Franklinken
Paghilang-paangat	Klimmzug
Moro (Pilipinas)	Moros (Volk)
Paliparang Pandaigdig ng Mactan-Cebu	Flughafen Mactan-Cebu
2983 Poltava	(2983) Poltava
Lingchi	Lingchi
Linyang Itō	Itō-Linie
Adam Clayton Powell, Jr.	Adam Clayton Powell junior
O, Lupain ng Kagandahan	Oh Land of Beauty
Pulong Cat, Bahamas	Cat Island (Bahamas)
Gakuen Alice	Alice Academy
Ikebukuro West Gate Park	Ikebukuro West Gate Park
Kanduli	Catfish
2035 Stearns	(2035) Stearns
Catman (komiks)	Catman
Daibutsu	Daibutsu
Paghalik sa kamay	Handkuss
Talakitok	Cavalla (Begriffsklärung)
Patakarang bukas na pinto	Politik der offenen Tür
Nippon Animation	Nippon Animation
Superpartner	Superpartner
DearS	DearS
Nagaoka-kyō	Nagaoka-kyō
Junjo Romantica	Junjo Romantica
Ichigo 100%	100% Strawberry
Operasyon ng pagpapalit ng kasarian	Geschlechtsangleichende Operation
Unibersidad ng Estado Gitnang Luzon	Central Luzon State University
Pamantasan ng Gitnang Mindanao	Central Mindanao University
Pamantasan ng Gitnang Pilipinas	Central Philippine University
Panunukso	Versuchung
Sistemang pang-amoy	Riechbahn
Subprepektura ng Okhotsk	Unterpräfektur Okhotsk
Momoko Tsugunaga	Momoko Tsugunaga
Outing	Outing
Kadokawa Shoten	Kadokawa Shoten
Tokyo Movie Shinsha	TMS Entertainment
Mushishi	Mushishi
Ninigi-no-Mikoto	Ninigi
Linyang Koumi	Koumi-Linie
Punong guro	Schulleitung
Sambal (sarsa)	Sambal
Liham ng pag-ibig	Liebesbrief
Linyang Hakushin	Hakushin-Linie
Gantz	Gantz
Kinilaw	Ceviche
533 BC	533 v. Chr.
530 BC	530 v. Chr.
584 BC	584 v. Chr.
585 BC	585 v. Chr.
596 BC	596 v. Chr.
594 BC	594 v. Chr.
640 BC	640 v. Chr.
Kei car	Kei-Car
656 BC	656 v. Chr.
660 BC	660 v. Chr.
664 BC	664 v. Chr.
685 BC	685 v. Chr.
683 BC	683 v. Chr.
Operasyong natatangi	Jagdkampf
Gaugino	Gaugino
Turismo sa Hapon	Tourismus in Japan
Inhinyeriyang pangtelekomunikasyon	Nachrichtentechnik
Café con leche	Milchkaffee
Shabu-shabu	Shabu shabu
2905 Plaskett	(2905) Plaskett
Prosyuto	Pršut
Lunduyang pangkalusugan	Fitnessstudio
Shuffle!	Shuffle!
J.C. Staff	J.C.Staff
Hindi buntis	Scheinschwangerschaft
Bulutong-baka	Kuhpocken
System Restore	Systemwiederherstellung
Mga wika sa Pilipinas	Sprachen der Philippinen
Ras el hanout	Ras el-Hanout
Nosatsu Junkie	Charming Junkie
Oroquieta	Oroquieta City
Taong Lantian	Lantian-Mensch
Kahariang Kuru	Kuru-Panchala
Chavalit Yongchaiyudh	Chavalit Yongchaiyudh
Frashokereti	Frashokereti
Chibi Vampire	Cheeky Vampire
Cherry Juice (manga)	Cherry Juice
Speak (album)	Speak (Album)
Bunny Drop	Usagi Drop
Ōshima, Tokyo	Izu-Ōshima
Momoiro Clover Z	Momoiro Clover Z
Cyborg 009	Cyborg 009
Asya-Pasipiko	Asien-Pazifik
Palaro ng Timog Silangang Asya 2009	Südostasienspiele 2009
Chiba Television Broadcasting	Chiba TV
Little Snow Fairy Sugar	Chicchana Yukitsukai Sugar
Chihayaakasaka, Osaka	Chihaya-Akasaka (Ōsaka)
Chikujō, Fukuoka	Chikujō (Fukuoka)
Chikuhoku, Nagano	Chikuhoku (Nagano)
Chikuzen, Fukuoka	Chikuzen (Fukuoka)
Hoshi o Ou Kodomo	Die Reise nach Agartha
Chill Wills	Chill Wills
Chinchiná, Caldas	Chinchiná
Penelope (Pelikula,2006)	Penelope (2006)
Kiyoharu	Kiyoharu
Purdah	Parda
Takao Osawa	Takao Ōsawa
Miyake, Tokyo	Miyake-jima
Kalakhang Cebu	Metro Cebu
Clover (manga)	Clover (Clamp)
Kuwitib	Feuerameisen
Carlos Alazraqui	Carlos Alazraqui
Kholm	Cholm (Begriffsklärung)
Chordae tendineae	Chordae tendineae
Maskulinidad	Männlichkeit
Chowking	Chowking
Sinangag	Fried Rice
Nancy Drew	Nancy Drew
Kayumars	Gayomarth
Cutey Honey	Cutie Honey
Bitsuwelas	Helmbohne
Planong Colombo	Colombo-Plan
Arkham Asylum	Arkham Asylum
Sulat-kamay	Schreibschrift
Song Hye Kyo	Song Hye-kyo
Control Panel (Windows)	Systemsteuerung
Sayaw na pambulwagan	Standardtänze
Satelight (company)	Satelight
