Afrik	Afrika
Dupree, Dakota disid	Dupree (South Dakota)
Canton, Dakota disid	Canton (South Dakota)
Juneau, Wisconsin	Juneau (Wisconsin)
Dodgeville, Wisconsin	Dodgeville (Wisconsin)
Shawano, Wisconsin	Shawano
Elkhorn, Wisconsin	Elkhorn (Wisconsin)
Hurley, Wisconsin	Hurley (Wisconsin)
Durand, Wisconsin	Durand (Wisconsin)
Darlington, Wisconsin	Darlington (Wisconsin)
Marinette, Wisconsin	Marinette (Wisconsin)
Wray, Kolorado	Wray (Colorado)
Lancaster, Wisconsin	Lancaster (Wisconsin)
Indialantic, Florid	Indialantic
Melbourne Beach, Florid	Melbourne Beach
Ponce de Leon, Florid	Ponce de Leon (Florida)
Montgomery, Ohio	Montgomery (Ohio)
La Crosse, Florid	La Crosse (Florida)
Horseshoe Beach, Florid	Horseshoe Beach
McGill, Nevada	McGill (Nevada)
Hillsboro Beach, Florid	Hillsboro Beach
Hammond, Lwizyana	Hammond (Louisiana)
Prairie du Chien, Wisconsin	Prairie du Chien
Chilton, Wisconsin	Chilton (Wisconsin)
Covington, Lwizyana	Covington (Louisiana)
Northfield, Ilinwa	Northfield (Illinois)
Cedarville, Ohio	Cedarville (Ohio)
Jefferson, Ohio	Jefferson (Ohio)
Saltaire, New York	Saltaire (New York)
Mountainside, New Jersey	Mountainside
Point Pleasant, New Jersey	Point Pleasant (New Jersey)
Saint Johnsbury, Vermont	Saint Johnsbury
Colmenar (Málaga)	Colmenar
Krum, Texas	Krum (Texas)
Nappanee, Indiana	Nappanee
Glendo, Wyoming	Glendo
Port Washington, Wisconsin	Port Washington (Wisconsin)
Lebanon, Pennsilvani	Lebanon (Pennsylvania)
Williamsport, Pennsilvani	Williamsport (Pennsylvania)
Denmark, New York	Denmark (New York)
Burke, Vermont	Burke (Vermont)
Edgefield, Kawolin disid	Edgefield (South Carolina)
Winnetka, Ilinwa	Winnetka (Illinois)
Jericho, Vermont	Jericho (Vermont)
Lisbon, Ohio	Lisbon (Ohio)
Cold Spring, New York	Cold Spring (New York)
Burlington, Wisconsin	Burlington (Wisconsin)
Burnham, Pennsilvani	Burnham (Pennsylvania)
Old Field, New York	Old Field
Site Soley	Cité Soleil
Jena, Lwizyana	Jena (Louisiana)
Miragwàn (komin)	Miragoâne
Burton, Ohio	Burton (Ohio)
Sheridan, Wyoming	Sheridan (Wyoming)
El Reno, Oklahoma	El Reno
South Bend, Washington	South Bend (Washington)
Peshtigo, Wisconsin	Peshtigo
Oswego, New York	Oswego (New York)
Oroville, Washington	Oroville (Washington)
Ocean City, New Jersey	Ocean City (New Jersey)
Grand Chute, Wisconsin	Grand Chute
Butler, Pennsilvani	Butler (Pennsylvania)
Waterville Valley, New Hampshire	Waterville Valley
Highland Heights, Ohio	Highland Heights (Ohio)
Sardis, Mississippi	Sardis (Mississippi)
North Ridgeville, Ohio	North Ridgeville
Schererville, Indiana	Schererville
Uhrichsville, Ohio	Uhrichsville
Shelburne, Vermont	Shelburne (Vermont)
Ryan, Oklahoma	Ryan (Oklahoma)
Moffat, Kolorado	Moffat (Colorado)
Tallmadge, Ohio	Tallmadge (Ohio)
Fort Gibson, Oklahoma	Fort Gibson (Oklahoma)
Martins Ferry, Ohio	Martins Ferry
Monroe, Ohio	Monroe (Ohio)
Fairborn, Ohio	Fairborn
Mount Pleasant, New York	Mount Pleasant (New York)
Paris, Tennessee	Paris (Tennessee)
Concord (Alabama)	Concord (Alabama)
Edgewater (Alabama)	Edgewater (Alabama)
Pataskala, Ohio	Pataskala
East Aurora, New York	East Aurora
Rio Rico, Arizona	Rio Rico Northeast
Halifax, Massachusetts	Halifax (Massachusetts)
Vevay, Indiana	Vevay (Indiana)
Elmsford, New York	Elmsford
Nissequogue, New York	Nissequogue
Fairplay, Kolorado	Fairplay (Colorado)
Silverthorne, Kolorado	Silverthorne (Colorado)
Cheyenne, Oklahoma	Cheyenne (Oklahoma)
Head of the Harbor, New York	Head of the Harbor
Gardnerville Ranchos, Nevada	Gardnerville Ranchos
Mequon, Wisconsin	Mequon
Hudson, Wisconsin	Hudson (Wisconsin)
Oneonta, New York	Oneonta (New York)
White Salmon, Washington	White Salmon
Greenwood Lake, New York	Greenwood Lake (New York)
Tarrytown, New York	Tarrytown (New York)
Thermopolis, Wyoming	Thermopolis
Oskaloosa, Kansas	Oskaloosa (Kansas)
Madison, Dakota disid	Madison (South Dakota)
Cayuga, New York	Cayuga (New York)
Woodridge, Ilinwa	Woodridge (Illinois)
Pulaski, New York	Pulaski (New York)
Coventry, Connecticut	Coventry (Connecticut)
Highland Falls, New York	Highland Falls
Scotia, New York	Scotia (New York)
Cherry Valley, Ilinwa	Cherry Valley (Illinois)
Old Saybrook, Connecticut	Old Saybrook
Melrose Park, Ilinwa	Melrose Park (Illinois)
Dayton, Tennessee	Dayton (Tennessee)
Dayton, Nevada	Dayton (Nevada)
Stateline, Nevada	Stateline
Holgate, Ohio	Holgate (Ohio)
Peterborough, New Hampshire	Peterborough (New Hampshire)
Morgan City, Lwizyana	Morgan City (Louisiana)
Metuchen, New Jersey	Metuchen
Kenilworth, New Jersey	Kenilworth (New Jersey)
Guttenberg, New Jersey	Guttenberg (New Jersey)
Saddle River, New Jersey	Saddle River (New Jersey)
Wyckoff, New Jersey	Wyckoff Township
New Providence, New Jersey	New Providence (New Jersey)
Alpine, New Jersey	Alpine (New Jersey)
Tewksbury, Massachusetts	Tewksbury
Paramus, New Jersey	Paramus
Red Hook, New York	Red Hook (Town)
Hartford, New York	Hartford (New York)
Fairmount, Indiana	Fairmount (Indiana)
Greenburgh, New York	Greenburgh
Danville, Indiana	Danville (Indiana)
Malabar, Florid	Malabar (Florida)
North Salem, New York	North Salem (New York)
Claverack, New York	Claverack
Roxie, Mississippi	Roxie (Mississippi)
Wellsville, Kansas	Wellsville (Kansas)
Nazareth, Pennsilvani	Nazareth (Pennsylvania)
Versailles, Ilinwa	Versailles (Illinois)
Alexandria, New Hampshire	Alexandria (New Hampshire)
Potsdam, New York	Potsdam (New York)
Camp Point, Ilinwa	Camp Point
Allenstown, New Hampshire	Allenstown
Crowley, Lwizyana	Crowley (Louisiana)
Milan, Ilinwa	Milan (Illinois)
Paisley, Oregon	Paisley (Oregon)
Plum Springs, Kentucky	Plum Springs
Phillipsburg, Kansas	Phillipsburg (Kansas)
Clitherall, Minnesota	Clitherall
Calhoun, Georgie	Calhoun (Georgia)
Gas City, Indiana	Gas City
Earlton, Kansas	Earlton (Kansas)
Moscow, Kansas	Moscow (Kansas)
Frederick, Kansas	Frederick (Kansas)
Glenpool, Oklahoma	Glenpool
Kiowa, Kansas	Kiowa (Kansas)
Hickman, Kentucky	Hickman (Kentucky)
Olive Hill, Kentucky	Olive Hill (Kentucky)
Waconia, Minnesota	Waconia
Smith Center, Kansas	Smith Center (Kansas)
Towanda, Kansas	Towanda (Kansas)
El Dorado Springs, Missouri	El Dorado Springs
Elbing, Kansas	Elbing (Kansas)
Downs, Kansas	Downs (Kansas)
Taylorsville, Kentucky	Taylorsville (Kentucky)
Galena, Kansas	Galena (Kansas)
Quinter, Kansas	Quinter
Lynchburg, Tennessee	Lynchburg (Tennessee)
Poplarville, Mississippi	Poplarville
Marysville, Kansas	Marysville (Kansas)
Ocilla, Georgie	Ocilla
Leesburg, Ohio	Leesburg (Ohio)
East Sparta, Ohio	East Sparta
Georgetown, Ohio	Georgetown (Ohio)
Manchester, Georgie	Manchester (Georgia)
Hudson, New York	Hudson (New York)
Hudson, Massachusetts	Hudson (Massachusetts)
Mossyrock, Washington	Mossyrock
Grafton, Massachusetts	Grafton (Massachusetts)
Morton, Washington	Morton (Washington)
Platteville, Wisconsin	Platteville (Wisconsin)
Baraboo, Wisconsin	Baraboo
Kittitas, Washington	Kittitas
South Milwaukee, Wisconsin	South Milwaukee
Sterling, Massachusetts	Sterling (Massachusetts)
Castle Rock, Washington	Castle Rock (Washington)
Sturgeon Bay, Wisconsin	Sturgeon Bay (Ort, Wisconsin)
Vrahovice	Vrahovice
Gaffney, Kawolin disid	Gaffney (South Carolina)
Eagle (Alaska)	Eagle (Alaska)
Lisle, Ilinwa	Lisle (Illinois)
Johnstown, Nebraska	Johnstown (Nebraska)
Sun City West, Arizona	Sun City West
Springview, Nebraska	Springview
Patagonia, Arizona	Patagonia (Arizona)
Cooperstown, New York	Cooperstown (New York)
Sleepy Hollow, New York	Sleepy Hollow (New York)
Ripon, Wisconsin	Ripon (Wisconsin)
Pòsali (komin)	Port-Salut
Chelsea, Vermont	Chelsea (Vermont)
Rantoul, Ilinwa	Rantoul (Illinois)
La Vergne, Tennessee	La Vergne (Tennessee)
Hollidaysburg, Pennsilvani	Hollidaysburg
Cahokia, Ilinwa	Cahokia (Illinois)
Jim Thorpe, Pennsilvani	Jim Thorpe (Pennsylvania)
Somerset, Pennsilvani	Somerset (Pennsylvania)
Clarion, Pennsilvani	Clarion (Pennsylvania)
South River, New Jersey	South River (New Jersey)
Leavenworth, Washington	Leavenworth (Washington)
Toledo, Ilinwa	Toledo (Illinois)
Holland, Ohio	Holland (Ohio)
Groveport, Ohio	Groveport
Coldwater, Ohio	Coldwater (Ohio)
Leipsic, Ohio	Leipsic (Ohio)
Canal Winchester, Ohio	Canal Winchester
Lockland, Ohio	Lockland
Hartville, Ohio	Hartville (Ohio)
Mount Gilead, Ohio	Mount Gilead (Ohio)
Chinle, Arizona	Chinle
Custer, Dakota disid	Custer (South Dakota)
Sisseton, Dakota disid	Sisseton (South Dakota)
Hart's Location, New Hampshire	Hart’s Location
Woodbury, New Jersey	Woodbury (New Jersey)
South Lebanon, Ohio	South Lebanon
Irwinton, Georgie	Irwinton (Georgia)
Hamilton, Georgie	Hamilton (Georgia)
Alamo, Georgie	Alamo (Georgia)
Warren, Rhode	Warren (Rhode Island)
Chesapeake, Ohio	Chesapeake (Ohio)
Dawson, Georgie	Dawson (Georgia)
Grundy, Vijini	Grundy (Virginia)
Richfield, Ohio	Richfield (Ohio)
Mechanic Falls, Maine	Mechanic Falls
Grafton, Ohio	Grafton (Ohio)
Vienna, Georgie	Vienna (Georgia)
Crossville, Tennessee	Crossville (Tennessee)
Cambridge, Vermont	Cambridge (Vermont)
Groundation	Groundation
Lost Springs, Wyoming	Lost Springs (Wyoming)
Camille-Christophe Gerono	Camille-Christophe Gerono
Camillo Agrippa	Camillo Agrippa
Lestomak	Magen
Albany, Ohio	Albany (Ohio)
Wappingers Falls, New York	Wappingers Falls
Ludvig Faddeev	Ludwig Dmitrijewitsch Faddejew
Pant kontinantal	Kontinentalhang
Canaan, New Hampshire	Canaan (New Hampshire)
Vincentio Reinieri	Vincenzo Renieri
Canton, Connecticut	Canton (Connecticut)
Sistèm senè	Senär
Cape Elizabeth, Maine	Cape Elizabeth
Cape Vincent, New York	Cape Vincent
Herbert Wilf	Herbert Wilf
Oma	Hummerartige
Carlisle, Massachusetts	Carlisle (Massachusetts)
Carlstadt, New Jersey	Carlstadt (New Jersey)
Carpentersville, Ilinwa	Carpentersville (Illinois)
Newburgh, New York	Newburgh (New York)
Misk eskeletik	Skelettmuskel
Castine, Maine	Castine
Castleton, Vermont	Castleton (Vermont)
Guillermo	Cayo Guillermo
Coco	Cayo Coco
Cedar Grove, New Jersey	Cedar Grove (New Jersey)
Cedar Grove, Indiana	Cedar Grove (Indiana)
Cedar Grove, Florid	Cedar Grove (Florida)
Cedarhurst, New York	Cedarhurst (New York)
Cedarburg, Wisconsin	Cedarburg
Edmonds, Washington	Edmonds (Washington)
Westfield, Massachusetts	Westfield (Massachusetts)
Sistèm trinè	Ternärsystem
Chif siyifikatif	Signifikante Stellen
Hays, Kansas	Hays (Kansas)
Noam Elkies	Noam Elkies
Chapman, Maine	Chapman (Maine)
Bardstown, Kentucky	Bardstown (Kentucky)
Charles Galton Darwin	Charles Galton Darwin
Charles Hayes	Charles Hayes
Charles Howard Hinton	Charles Howard Hinton
Aberdeen, Mississippi	Aberdeen (Mississippi)
Lawrenceburg, Kentucky	Lawrenceburg (Kentucky)
Moses Lake, Washington	Moses Lake
Jackson, Minnesota	Jackson (Minnesota)
Norwalk, Iowa	Norwalk (Iowa)
Charles Stein	Charles Stein
Charles Terres Weymann	Charles Weymann
Charles de Bovelles	Charles de Bouelles
Cheektowaga, New York	Cheektowaga
Palmye wayal	Königspalme
Dechè danjere	Gefährliche Abfälle
Basen oseyan	Seebecken
Cheraw, Kawolin disid	Cheraw (South Carolina)
Madan sara	Dorfweber
Mount Laurel, New Jersey	Mount Laurel
Chincoteague, Vijini	Chincoteague (Virginia)
West Windsor, New Jersey	West Windsor Township (New Jersey)
Panama City Beach, Florid	Panama City Beach
Luis Caffarelli	Luis Caffarelli
DJ Whoo Kid	DJ Whoo Kid
West Caldwell, New Jersey	West Caldwell
Waldwick, New Jersey	Waldwick
Old Tappan, New Jersey	Old Tappan
Leonia, New Jersey	Leonia
Allendale, New Jersey	Allendale (New Jersey)
Hasbrouck Heights, New Jersey	Hasbrouck Heights
Matawan, New Jersey	Matawan
Demarest, New Jersey	Demarest
Emerson, New Jersey	Emerson (New Jersey)
Norwood, New Jersey	Norwood (New Jersey)
Hillsdale, New Jersey	Hillsdale (New Jersey)
Roseland, New Jersey	Roseland (New Jersey)
Woodcliff Lake, New Jersey	Woodcliff Lake
Watchung, New Jersey	Watchung
Totowa, New Jersey	Totowa
Egg Harbor City, New Jersey	Egg Harbor City
Folsom, New Jersey	Folsom (New Jersey)
Harrington Park, New Jersey	Harrington Park
Haledon, New Jersey	Haledon
Raritan, New Jersey	Raritan (New Jersey)
Tuckerton, New Jersey	Tuckerton
South Bound Brook, New Jersey	South Bound Brook
Somers Point, New Jersey	Somers Point
Far Hills, New Jersey	Far Hills
Pleasantville, New Jersey	Pleasantville (New Jersey)
Prospect Park, New Jersey	Prospect Park (New Jersey)
Rocky Hill, New Jersey	Rocky Hill (New Jersey)
Little Ferry, New Jersey	Little Ferry
Hammonton, New Jersey	Hammonton
Peapack-Gladstone, New Jersey	Peapack-Gladstone
Midland Park, New Jersey	Midland Park
Ventnor City, New Jersey	Ventnor City
Corbin City, New Jersey	Corbin City
River Vale, New Jersey	River Vale
West Long Branch, New Jersey	West Long Branch (New Jersey)
Franklin, New Jersey	Franklin (New Jersey)
Lodi, New Jersey	Lodi (New Jersey)
Hackettstown, New Jersey	Hackettstown
Garfield, New Jersey	Garfield (New Jersey)
Milltown, New Jersey	Milltown (New Jersey)
Clark, New Jersey	Clark (New Jersey)
Springfield, New Jersey	Springfield Township (Union County, New Jersey)
Ringwood, New Jersey	Ringwood (New Jersey)
Millstone, New Jersey	Millstone (New Jersey)
Irvington, New Jersey	Irvington (New Jersey)
Wallington, New Jersey	Wallington (New Jersey)
Saddle Brook, New Jersey	Saddle Brook
Paulsboro, New Jersey	Paulsboro
East Brunswick, New Jersey	East Brunswick Township (New Jersey)
Oradell, New Jersey	Oradell
Estell Manor, New Jersey	Estell Manor
Hawthorne, New Jersey	Hawthorne (New Jersey)
Florham Park, New Jersey	Florham Park
Glen Rock, New Jersey	Glen Rock (New Jersey)
Surf City, New Jersey	Surf City (New Jersey)
Ho-Ho-Kus, New Jersey	Ho-Ho-Kus
Rockaway, New Jersey	Rockaway (New Jersey)
Clayton, New Jersey	Clayton (New Jersey)
Upper Saddle River, New Jersey	Upper Saddle River
Cliffside Park, New Jersey	Cliffside Park
Dumont, New Jersey	Dumont (New Jersey)
Verona, New Jersey	Verona (New Jersey)
Little Falls, New Jersey	Little Falls Township (New Jersey)
Rockleigh, New Jersey	Rockleigh
Northvale, New Jersey	Northvale
North Caldwell, New Jersey	North Caldwell
East Newark, New Jersey	East Newark
West Paterson, New Jersey	Woodland Park (New Jersey)
Westwood, New Jersey	Westwood (New Jersey)
Nutley, New Jersey	Nutley
Northfield, New Jersey	Northfield (New Jersey)
Lindenwold, New Jersey	Lindenwold
Cresskill, New Jersey	Cresskill
Wayne, New Jersey	Wayne (New Jersey)
North Brunswick, New Jersey	North Brunswick Township
New Milford, New Jersey	New Milford (New Jersey)
Longport, New Jersey	Longport
Somerville, New Jersey	Somerville (New Jersey)
Millville, New Jersey	Millville (New Jersey)
Spotswood, New Jersey	Spotswood (New Jersey)
Dunellen, New Jersey	Dunellen
Old Bridge, New Jersey	Old Bridge Township
Cranford, New Jersey	Cranford (New Jersey)
Haddonfield, New Jersey	Haddonfield
Wood-Ridge, New Jersey	Wood-Ridge
Pompton Lakes, New Jersey	Pompton Lakes
Port Republic, New Jersey	Port Republic (New Jersey)
Rochelle Park, New Jersey	Rochelle Park
Moonachie, New Jersey	Moonachie
Hillside, New Jersey	Hillside (New Jersey)
Cranbury, New Jersey	Cranbury Township
Roots Radics	Roots Radics
Heptones	The Heptones
Maywood, New Jersey	Maywood (New Jersey)
Maryville, Tennessee	Maryville (Tennessee)
Clackamas, Oregon	Clackamas
Claire City, Dakota disid	Claire City
Clancy Eccles	Clancy Eccles
Clarksville, Vijini	Clarksville (Virginia)
Hendrick Motorsports	Hendrick Motorsports
Clearwater, Nebraska	Clearwater (Nebraska)
Clinton, Ohio	Clinton (Ohio)
Cocoa Tea	Cocoa Tea
Jaden	Garten
Colchester, Connecticut	Colchester (Connecticut)
Samuel Vince	Samuel Vince
Colfax, Lwizyana	Colfax (Louisiana)
Colman, Dakota disid	Colman (South Dakota)
Colonial Beach, Vijini	Colonial Beach
Lake Zurich, Ilinwa	Lake Zurich
Colts Neck, New Jersey	Colts Neck
Florida, Massachusetts	Florida (Massachusetts)
Zumpango (komin)	Municipio Zumpango
Leo Moser	Leo Moser
Prescott, Wisconsin	Prescott (Wisconsin)
Etaj (jewoloji)	Stufe (Geologie)
Connellsville, Pennsilvani	Connellsville
Enfiltrasyon	Infiltration (Hydrogeologie)
Coraopolis, Pennsilvani	Coraopolis
Sylvester James Gates	Sylvester James Gates
Michael Minovitch	Michael Minovitch
Forest Hills, Pennsilvani	Forest Hills (Pennsylvania)
Frackville, Pennsilvani	Frackville
Deer Lake, Pennsilvani	Deer Lake (Pennsylvania)
Clarks Summit, Pennsilvani	Clarks Summit
Dover, Pennsilvani	Dover (Pennsylvania)
Coatesville, Pennsilvani	Coatesville (Pennsylvania)
Abner	Abner
Downingtown, Pennsilvani	Downingtown
Akron, Pennsilvani	Akron (Pennsylvania)
Darby, Pennsilvani	Darby (Pennsylvania)
Ephrata, Pennsilvani	Ephrata (Pennsylvania)
Corona, Dakota disid	Corona (South Dakota)
Corrado Segre	Corrado Segre
Feza Gürsey	Feza Gürsey
Elías Piña	Elías Piña
Barahona	Barahona (Provinz)
Cowpens, Kawolin disid	Cowpens
La fémis	La fémis
Resous renouvlab	Nachwachsender Rohstoff
Dajabón (provens)	Dajabón
Cranberry Isles, Maine	Cranberry Isles
Crandon, Wisconsin	Crandon
La Romana (provens)	La Romana (Provinz)
Gastrila	Gastrulation
Tat	Tarte
Cuba, Kansas	Cuba (Kansas)
Hazard, Kentucky	Hazard (Kentucky)
Samaná (provens)	Samaná (Provinz)
Swedbank	Swedbank
Koulan	Langer Koriander
Andoskèlèt	Endoskelett
Amoni	Harmonische
Pawhuska, Oklahoma	Pawhuska
Stratford, Iowa	Stratford (Iowa)
Eunice, Lwizyana	Eunice (Louisiana)
Dale, Indiana	Dale (Indiana)
Danbury, New Hampshire	Danbury (New Hampshire)
Reyaksyon an chenn	Kettenreaktion
Daniel Gorenstein	Daniel Gorenstein
Daniel Stroock	Daniel Stroock
Sik wòch	Kreislauf der Gesteine
Dannemora, New York	Dannemora (New York)
Danville, Vermont	Danville (Vermont)
Dany Laferrière	Dany Laferrière
Darien, Georgie	Darien (Georgia)
Pwachouk	Limabohne
Reziltant	Resultante
Steven Kleiman	Steven Kleiman
David Gale	David Gale (Ökonom)
David George Kendall	David George Kendall
David Harbater	David Harbater
David Kazhdan	David Kazhdan
David Lindley	David Lindley
David Singmaster	David Singmaster
Dawamesk	Dawamesk
Dawsonville, Georgie	Dawsonville (Georgia)
Woz (menm non)	WOZ
York Haven, Pennsilvani	York Haven
Swissvale, Pennsilvani	Swissvale
Springdale, Pennsilvani	Springdale (Pennsylvania)
South Williamsport, Pennsilvani	South Williamsport
Tamaqua, Pennsilvani	Tamaqua
Eagle Grove, Iowa	Eagle Grove (Iowa)
Tyrone, Pennsilvani	Tyrone (Pennsylvania)
Stillwater, Pennsilvani	Stillwater (Pennsylvania)
Dean Fraser	Dean Fraser
Gordon, Pennsilvani	Gordon (Pennsylvania)
Hamburg, Pennsilvani	Hamburg (Pennsylvania)
Rimersburg, Pennsilvani	Rimersburg
Gallitzin, Pennsilvani	Gallitzin (Pennsylvania)
Saxonburg, Pennsilvani	Saxonburg
Hawley, Pennsilvani	Hawley (Pennsylvania)
New Hope, Pennsilvani	New Hope (Pennsylvania)
Lansdale, Pennsilvani	Lansdale (Pennsylvania)
Hanover, Pennsilvani	Hanover (Pennsylvania)
Deer Grove, Ilinwa	Deer Grove
Paint, Pennsilvani	Paint (Pennsylvania)
Geistown, Pennsilvani	Geistown
Glen Rock, Pennsilvani	Glen Rock (Pennsylvania)
Windber, Pennsilvani	Windber
Scalp Level, Pennsilvani	Scalp Level
McAdoo, Pennsilvani	McAdoo (Pennsylvania)
Mechanicsburg, Pennsilvani	Mechanicsburg (Pennsylvania)
Schuylkill Haven, Pennsilvani	Schuylkill Haven
Déjean	Dejean
Palmerton, Pennsilvani	Palmerton
Trainer, Pennsilvani	Trainer (Pennsylvania)
Marcus Hook, Pennsilvani	Marcus Hook
Youngwood, Pennsilvani	Youngwood
Wellsboro, Pennsilvani	Wellsboro
Old Forge, Pennsilvani	Old Forge (Pennsylvania)
To Beast Or Not To Beast	To Beast or Not to Beast
Williamstown, Pennsilvani	Williamstown (Pennsylvania)
Tunnelhill, Pennsilvani	Tunnelhill
Gratz, Pennsilvani	Gratz (Pennsylvania)
Loretto, Pennsilvani	Loretto (Pennsylvania)
Mifflinburg, Pennsilvani	Mifflinburg
Mahanoy City, Pennsilvani	Mahanoy City
Womelsdorf, Pennsilvani	Womelsdorf (Pennsylvania)
Shenandoah, Pennsilvani	Shenandoah (Pennsylvania)
Millbourne, Pennsilvani	Millbourne
Green Tree, Pennsilvani	Green Tree
Trappe, Pennsilvani	Trappe (Pennsylvania)
Watsontown, Pennsilvani	Watsontown
Wyomissing, Pennsilvani	Wyomissing
Hazleton, Pennsilvani	Hazleton (Pennsylvania)
State College, Pennsilvani	State College (Pennsylvania)
Uniontown, Pennsilvani	Uniontown (Pennsylvania)
Luzerne, Pennsilvani	Luzerne (Pennsylvania)
Media, Pennsilvani	Media (Pennsylvania)
Dennis Alcapone	Dennis Alcapone
Johns Creek, Georgie	Johns Creek
Reuben Goodstein	Reuben Goodstein
Wikipedya:Anbasad	Wikipedia:Botschaft
Estratifikasyon antrekwaze	Schrägschichtung
Derby, Vermont	Derby (Vermont)
Derrick Henry Lehmer	Derrick Lehmer
Desalin (komin)	Dessalines (Stadt)
Zile baryè	Barriereinsel
Watertown, Wisconsin	Watertown (Wisconsin)
Watertown, Connecticut	Watertown (Connecticut)
Lwanj	Lob
Camden, Tennessee	Camden (Tennessee)
Ekrevis	Flusskrebse
Plasenta	Plazenta
Diederich	Diederich
Waleska, Georgie	Valeska
William Spottiswoode	William Spottiswoode
Dillinger	Dillinger (Musiker)
Dillon, Kolorado	Dillon (Colorado)
Gustave Malecot	Gustave Malécot
Dividivi	Divi-Divi-Baum
Dmitri Anosov	Dmitri Wiktorowitsch Anossow
Jordanus Nemorarius	Jordanus Nemorarius
Dobbs Ferry, New York	Dobbs Ferry
Dodge, Nebraska	Dodge (Nebraska)
Fort Morgan (Alabama)	Fort Morgan (Alabama)
Dolton, Ilinwa	Dolton (Illinois)
John Henry Pratt	John Henry Pratt
Duckwater, Nevada	Duckwater
Theresa, Wisconsin	Theresa (Wisconsin)
Dominic Joyce	Dominic Joyce
Martin Davis	Martin Davis
Donald Higman	Donald G. Higman
Zile yo Monjes	Los Monjes
Thomas Townsend Brown	Thomas Townsend Brown
Labadee	Labadee
Hugh Mundell	Hugh Mundell
Jean Nicolas Pierre Hachette	Jean Nicolas Pierre Hachette
Ayeropò	Flughafen
Morenci, Arizona	Morenci
Pierre Ossian Bonnet	Pierre Ossian Bonnet
Guglielmo Libri Carucci dalla Sommaja	Guglielmo Libri
Douglas Northcott	Douglas Northcott
Dover, Vermont	Dover (Vermont)
Joe Gibbs	Joe Gibbs
Drakes Branch, Vijini	Drakes Branch
John Allen Paulos	John Allen Paulos
3 (menm non)	Drei (Begriffsklärung)
Raphael Robinson	Raphael Robinson
Milo (komin)	Milot (Haiti)
Dresden, Maine	Dresden (Maine)
Duarte	Duarte (Provinz)
Young, Arizona	Young (Arizona)
Dub Incorporation	Dub Incorporation
Thompson, Connecticut	Thompson (Connecticut)
Dugway, Utah	Dugway
Duke Reid	Duke Reid
Mingo Junction, Ohio	Mingo Junction
Dummerston, Vermont	Dummerston
Dunham Jackson	Dunham Jackson
Fletcher, Vermont	Fletcher (Vermont)
Dyersburg, Tennessee	Dyersburg
Pound Ridge, New York	Pound Ridge
Girault	Girault
Mikhail Yakovlevich Suslin	Michail Jakowlewitsch Suslin
Jah Cure	Jah Cure
Kery James	Kery James
Eagle Lake, Maine	Eagle Lake (Maine)
East Alton, Ilinwa	East Alton
East Haddam, Connecticut	East Haddam
Mache (non)	Market
East Lyme, Connecticut	East Lyme
East Troy, Wisconsin	East Troy (Wisconsin)
Eastman, Georgie	Eastman (Georgia)
John Collins	John Collins (Mathematiker)
Yuri Orlov	Juri Fjodorowitsch Orlow
Ripley, Ilinwa	Ripley (Illinois)
Howard Jerome Keisler	Howard Jerome Keisler
Hurley, New York	Hurley (New York)
Eskalè	Skalar (Mathematik)
Edward Bromhead	Edward Bromhead
Edward Condon	Edward Condon
Sasha	Sasha (Sängerin)
Edward Thomas Copson	Edward Thomas Copson
Edward Wright	Edward Wright
Kimball, Dakota disid	Kimball (South Dakota)
Monseñor Nouel	Monseñor Nouel
Egbert van Kampen	Egbert van Kampen
Egon Pearson	Egon Pearson
Eugene Feenberg	Eugene Feenberg
William Eccles	William Henry Eccles
Ehrenberg, Arizona	Ehrenberg (Arizona)
Marinus Ghetaldus	Marin Getaldić
Guilford, Vermont	Guilford (Vermont)
Reidsville, Georgie	Reidsville (Georgia)
Sonoita, Arizona	Sonoita (Arizona)
Johannes Bosscha	Johannes Bosscha
Elwyn Berlekamp	Elwyn Berlekamp
Louis-Philippe Dalembert	Louis-Philippe Dalembert
Lynnville, Tennessee	Lynnville (Tennessee)
Gòf (jewografi)	Golf (Meer)
La Altagracia	La Altagracia
Elias Stein	Elias Stein
Shelter Island, New York	Shelter Island
Elizabethtown, Ilinwa	Elizabethtown (Illinois)
Peravia	Peravia
Ellington, Connecticut	Ellington (Connecticut)
Elwood, Ilinwa	Elwood (Illinois)
Emden, Ilinwa	Emden (Illinois)
Emerald Beach, Missouri	Emerald Beach
Emmanuel Constant	Emmanuel Constant (Paramilitär)
Lochlainn O'Raifeartaigh	Lochlainn O’Raifeartaigh
Gordon, Georgie	Gordon (Georgia)
Lilly, Georgie	Lilly (Georgia)
Georgia, Vermont	Georgia (Vermont)
Enosburgh, Vermont	Enosburgh
Enterprise, Nevada	Enterprise (Nevada)
Steven Lee	Steven Lee
Ekstrizif	Extrusion (Geologie)
Pedernales (provens)	Pedernales
Santo Domingo (provens)	Santo Domingo (Provinz)
Kussondulola	Kussondulola
Erie, Ilinwa	Erie (Illinois)
James David Forbes	James David Forbes
Robin Hartshorne	Robin Hartshorne
Hubert Reeves	Hubert Reeves
John Hopkinson	John Hopkinson
Ernest de Jonquières	Ernest Jean Philippe Fauque de Jonquières
I Roy	I-Roy
James Whitbread Lee Glaisher	James Whitbread Lee Glaisher
