आफ्रिकाखण्डः	Afrika
भरतपुरमण्डलम्	Bharatpur (Distrikt)
भरुचमण्डलम्	Bharuch (Distrikt)
भावनगरमण्डलम्	Bhavnagar (Distrikt)
भीमा	Bhima (Fluss)
भूपेन हाजरिका	Bhupen Hazarika
राष्ट्रकूटवंशः	Rashtrakuta
बोम्मनहळ्ळीविधानसभाक्षेत्रम्	Bommanahalli
बृहत्संहिता	Varahamihira
भारतीय प्रौद्यौगिकी संस्थानम् मदरास्	Indian Institute of Technology Madras
बीजुजनतादलम्	Biju Janata Dal
चन्द्रपुरम्	Chandrapur (Indien)
बून्दी	Bundi (Stadt)
चामराजनगरमण्डलम्	Chamarajanagar (Distrikt)
राजगिर	Rajgir
चैतन्‍य महाप्रभु	Chaitanya
शिल्पकला	Kunsthandwerk
वेलावदर राष्ट्रियोद्यानम्	Blackbuck-Nationalpark
पीटर स्टर्नः	Peter Stern von Labach
भारतस्य राष्ट्रपतयः	Liste der Staatspräsidenten Indiens
वसुदेवः	Vasudeva
ब्रह्मसूत्राणि	Brahma-Sutra
ब्रह्मचर्यम्	Brahmachari
श्रीराम शंकर अभ्‍यंकर	Shreeram Abhyankar
जनतादलम्(संयुक्तम्)	Janata Dal (United)
शूद्रः	Shudra
क्यासनर् ह्यामिल्टन् यङ्ग्	Hamilton Castner
गोमयम्	Kuhdung
सर्षपतैलम्	Senföl
तुमकूरुमण्डलम्	Tumkur
सर्वभारतीयतृणमूलकांग्रेसपक्षः	All India Trinamool Congress
विकिपीडिया:साहाय्यम्	Hilfe:Übersicht
टोङ्कमण्डलम्	Tonk (Distrikt)
ज्ञानपीठप्रशस्तिः	Jnanpith Award
बृहन्मुम्बै विद्युतापूर्तिः एवं परिवहनसंस्था(बेस्ट्)	Brihanmumbai Electric Supply and Transport
वेदाङ्गम्	Vedangas
लक्ष्मणः	Lakshmana
धृतराष्ट्रः	Dhritarashtra
द हिन्दू	The Hindu
वासकसस्यम्	Indisches Lungenkraut
अलप्पुळामण्डलम्	Alappuzha (Distrikt)
गणेशचतुर्थी	Ganesh Chaturthi
रागीधान्यम्	Fingerhirse
सिरोही	Sirohi
मोहिनीयाट्टम्	Mohiniyattam
पलाशवृक्षः	Malabar-Lackbaum
ठाणेमण्डलम्	Thane (Distrikt)
अगस्त्यवृक्षः	Turibaum
भारतीयविज्ञानसंस्था (IISc)	Indian Institute of Science
पर्यावरणशिक्षा	Umweltbildung
तुङ्गभद्रा	Tungabhadra
पद्मश्री-पुरस्कारः	Padma Shri
पालनपुरम्	Palanpur
राहुः	Rahu
दक्षिणकन्नडमण्डलम्	Dakshina Kannada
मिर्जापुरम्	Mirzapur
कोप्पळ	Koppal (Distrikt)
हासनमण्डलम्	Hassan (Distrikt)
कर्णाटकसङ्गीतम्	Karnatische Musik
तुलसी	Indisches Basilikum
वेणुः (वाद्यम्)	Bansuri
ईश्वरचन्द्र विद्यासागर	Ishwar Chandra Vidyasagar
वातामक्षीरम्	Mandelmilch
वर्धामण्डलम्	Wardha (Distrikt)
एम् एस् स्वामिनाथन्	M. S. Swaminathan
चिदम्बरम् सुब्रह्मण्यम्	C. Subramaniam
महादेवगोविन्द रानडे	Mahadev Govind Ranade
रमेशकृष्णन्	Ramesh Krishnan
रामकृष्ण हेगडे	Ramakrishna Hegde
पुरुषोत्तमदास टण्डन	Purushottam Das Tandon
किशन कान्त	Krishan Kant
पाण्डीचेरीमण्डलम्	Puducherry (Distrikt)
राजकुमारः	Rajkumar
यास्कः	Yaska
कोटामण्डलम्	Kota (Distrikt)
रायबरेली	Raebareli
रीवा	Rewa (Stadt)
टोङ्क, भारतम्	Tonk
गाझिपुरम्	Ghazipur
नवद्वीप	Nabadwip
झुञ्झुनु	Jhunjhunu
सागर	Sagar (Indien)
वर्कले	Varkala
हळेबीडु	Halebid
सुल्तानपुरम्, उत्तरप्रदेशः	Sultanpur (Uttar Pradesh)
फतेहगढ	Fatehgarh
देवरिया, उत्तरप्रदेशः	Deoria
मुन्नार्	Munnar
ईशावास्योपनिषत्	Isha-Upanishad
ललितपुरम्	Lalitpur (Uttar Pradesh)
एरणाकुलम्-मण्डलम्	Ernakulam
जालौर	Jalaur
जौनपुरम्, उत्तरप्रदेशः	Jaunpur
महाराजागञ्ज, उत्तरप्रदेशः	Maharajganj (Uttar Pradesh)
श्रवणबेळगोळ	Shravanabelagola
कोलकाता उच्चन्यायालयः	Calcutta High Court
शान्तिनिकेतन	Shantiniketan
ताळीकोटे	Talikota
प्रतापगढ, उत्तरप्रदेशः	Pratapgarh (Uttar Pradesh)
उदरम्	Magen
संस्कृतवाङ्मयम्	Sanskrit-Dichtung
चम्बामण्डलम्	Chamba (Distrikt)
कच्छमण्डलम्	Kachchh (Distrikt)
चार्ल्स् एल्टन्	Charles Sutherland Elton
समाधिपादः	Yogasutra
छत्रपतिशाहूजिमहाराजनगरमण्डलम्	Amethi (Distrikt)
छत्रपतिशिवाजिमहाराज-वस्तुसङ्ग्रहालयः	Chhatrapati Shivaji Maharaj Vastu Sangrahalaya
छतरपुरम्	Chhatarpur
चिक्कबळ्ळापुरमण्डलम्	Chikballapur (Distrikt)
चित्तौडगढमण्डलम्	Chittorgarh (Distrikt)
पादकन्दुकक्रीडा	Football (Sportart)
चुरूमण्डलम्	Churu (Distrikt)
ओङ्कारेश्वरः	Omkareshwar
क्लव्डी ईदर्ली	Claude Eatherly
माण्डूक्योपनिषत्	Mandukya-Upanishad
कठोपनिषत्	Katha-Upanishad
प्राचीनवास्तुविद्या	Vastu
भारतस्य शासनप्रणालिः	Politisches System Indiens
नक्षत्रम्	Nakshatra
अयस्कान्तचिकित्सा	Magnetfeldtherapie
पोतकी	Indischer Spinat
कामः	Kama (Indien)
समुद्रगुप्तः	Samudragupta
दार्जिलिङ्गमण्डलम्	Darjeeling (Distrikt)
जयपुरमण्डलम्	Jaipur (Distrikt)
सातारामण्डलम्	Satara (Distrikt)
डाङ्गमण्डलम्	Dang (Distrikt)
सूर्यनमस्काराः	Sonnengruß
गणराज्योत्सवः	Tag der Republik (Indien)
कामेट् (शिखरम्)	Kamet
नदियामण्डलम्	Nadia (Distrikt)
सोमनाथः	Tempel Somnath
मिर्जापुरमण्डलम्	Mirzapur (Distrikt)
गोरखपुरमण्डलम्	Gorakhpur (Distrikt)
सर्पगन्धः	Indische Schlangenwurzel
कूचिपुडी	Kuchipudi
दुर्गापूजा	Durga Puja
जवाहरलालनेहरु विश्वविद्यालय	Jawaharlal-Nehru-Universität
गोल्कोण्डदुर्गम्	Qutb-Schāhī-Sultanat
गुडः	Jaggery
शैलेन्द्रराजवंशः	Sailendra
भारतस्य मण्डलानि	Distrikt (Indien)
डी वी सदानन्द गौड	D. V. Sadananda Gowda
रायल् चालेञ्जर्स् बेङ्गळूरु	Royal Challengers Bangalore
दमन	Daman (Distrikt)
खरोष्ठी	Kharoshthi-Schrift
दौसामण्डलम्	Dausa (Distrikt)
डेक्कन् चार्जर्स्	Deccan Chargers
दीक्षाभूमिः	Deekshabhoomi
कच्छखारी	Dhrangadhra-Wildreservat
धौलपुरमण्डलम्	Dholpur (Distrikt)
हनुमप्प सुदर्शन्	Hanumappa Reddy Sudarshan
माण्डिनो डि लूज्जि	Mondino dei Luzzi
सि एन् आर् राव	C. N. R. Rao
मीनराशिः	Fische (Tierkreiszeichen)
द्राविडमुन्नेत्रकळगम्(डि.एम्.के)	Dravida Munnetra Kazhagam
डुङ्गरपुरमण्डलम्	Dungarpur (Distrikt)
सम्भल्पुर मण्डलम्	Sambalpur (Distrikt)
द्वापरयुगम्	Dvapara-Yuga
द्वारकानाथ ठाकुर	Dwarkanath Tagore
स्कन्दगुप्तः	Skandagupta
अलाबु	Flaschenkürbis
प्राचीनगणितम्	Indische Mathematik
गाझिपुरमण्डलम्	Ghazipur (Distrikt)
राष्ट्रियस्वयंसेवकसङ्घः	Rashtriya Swayamsevak Sangh
रामकृष्ण मिशन्	Ramakrishna-Mission
आकाशवाणी(AIR)	All India Radio
वाराणसीमण्डलम्	Varanasi (Distrikt)
रायबरेलीमण्डलम्	Raebareli (Distrikt)
उदयपुरमण्डलम्	Udaipur (Distrikt)
राजमाषशाकम्	Spargelbohne
जटायुः	Jatayu
पटोलः	Schlangenhaargurke
विकिपीडिया:वैज्ञानिक-शब्दावलिः/A	Pandit
द्वादशज्योतिर्लिङ्गानि	Jyotirlinga
संन्यासाश्रमः	Sannyasin
मोरादाबादमण्डलम्	Moradabad (Distrikt)
दीर्घकालीना उत्क्रान्तिः - पराक्रान्ता	LTE-Advanced
जलपाइगुडिमण्डलम्	Jalpaiguri (Distrikt)
कोट्टयममण्डलम्	Kottayam (Distrikt)
जौनपुरमण्डलम्	Jaunpur (Distrikt)
एर्णाकुलम् मण्डलम्	Ernakulam (Distrikt)
हनुमानगढमण्डलम्	Hanumangarh (Distrikt)
महाराजागञ्जमण्डलम्	Maharajganj (Distrikt)
सुल्तानपुरमण्डलम्	Sultanpur (Distrikt)
कान्हेरीगुहाः	Kanheri-Höhlen (Mumbai)
ब्राह्मी	Kleines Fettblatt
सीमानियन्त्रणरेखा	Line of Control
भारतस्य राजनैतिकपक्षाः	Liste der politischen Parteien in Indien
जगन्नाथः	Jagannatha
मैसूरुविश्वविद्यालयः	University of Mysore
शिवकुमार शर्मा	Shiv Kumar Sharma
पिङ्गलि वेङ्कय्य	Pingali Venkayya
चालुक्यवंशः	Chalukya
माणि माधव: चाक्यारः	Mani Madhava Chakyar
कल्हणः	Kalhana
ओङ्कार प्रसाद नैय्यर	Omkar Prasad Nayyar
एन आर नारायणमूर्ति	N. R. Narayanamurthy
मञ्जुल भार्गव	Manjul Bhargava
पार्श्वनाथः	Parshvanata
साबरमती आश्रमः	Sabarmati-Ashram
वर्गः:जर्मनीदेशः	Kategorie:Deutschland
वर्गः:रशियादेशः	Kategorie:Russland
वर्गः:चीनादेशः	Kategorie:China
मदर इण्डिया	Mother India
वर्गः:भारतम्	Kategorie:Indien
जगदीशशेट्टर्	Jagadish Shettar
करौलीमण्डलम्	Karauli (Distrikt)
श्रीगङ्गानगरमण्डलम्	Sri Ganganagar (Distrikt)
जैसलमेरमण्डलम्	Jaisalmer (Distrikt)
सीकरमण्डलम्	Sikar (Distrikt)
याज्ञवल्क्यः	Yajnavalkya
साङ्गलीमण्डलम्	Sangli (Distrikt)
रणकपुरम्	Ranakpur
रायचूरुमण्डलम्	Raichur (Distrikt)
पूर्वमेदिनीपुर-मण्डलम्	Purba Medinipur
जोधपुरमण्डलम्	Jodhpur (Distrikt)
क्षत्रियः	Kshatriya
फिरोझाबाद्	Firozabad
वर्गः:इण्डोनेशियादेशः	Kategorie:Indonesien
वर्गः:पाकिस्तानम्	Kategorie:Pakistan
वर्गः:विश्वपरम्परास्थानानि	Kategorie:Welterbe
गढवालविभागः	Garhwal
जालौरमण्डलम्	Jalor (Distrikt)
जलसंरक्षणम्	Gewässerschutz
विसर्गः	Visarga
जीवन्तीवृक्षः	Myrobalanen
झालावाडमण्डलम्	Jhalawar (Distrikt)
झुञ्झुनुमण्डलम्	Jhunjhunu (Distrikt)
सुबर्नपुर मण्डलम्	Subarnapur (Distrikt)
प्रतापगढमण्डलम्, उत्तरप्रदेशः	Pratapgarh (Distrikt, Uttar Pradesh)
अनन्तपद्मनाभदेवालयः (तिरुवनन्तपुरम्)	Padmanabhaswamy-Tempel
गुजरातविद्यापीठम्	Gujarat Vidyapith
हावडामण्डलम्	Haora (Distrikt)
असहकारान्दोलनम्	Kampagne der Nichtkooperation
कदम्बवंशः	Kadamba
छायाग्राहिका	Kamera
राष्ट्रपतिशासनम्	President’s rule
गौतमः	Gautama (Rishi)
लोटनम्	Tumble
जनकः	Janaka
शाकरसः	Gemüsesaft
सवाई माधोपुरमण्डलम्	Sawai Madhopur (Distrikt)
नागौरमण्डलम्	Nagaur (Distrikt)
वैशाली	Vaishali
कटुः	Geschmackliche Schärfe
मवुमण्डलम्	Mau (Distrikt)
युनानिचिकित्सा	Unani
मीनाक्षी	Minakshi
नागरहोळे अभयारण्यम्	Nagarhole-Nationalpark
शबरीमलै	Sabarimala
चूलिकामापिका	Gewindeschablone
गोपाल स्वरूप पाठक	Gopal Swarup Pathak
मुर्शिदाबादमण्डलम्	Murshidabad (Distrikt)
समाजवादीपक्षः	Samajwadi Party
अम्बरमल्लिका	Jasminbaum
कालमेघः	Kalmegh
केरलविश्वविद्यालयः	University of Kerala
कोडगुमण्डलम्	Kodagu (Distrikt)
ग्यानपुरम्	Gyanpur
शुक्लाफाँट वन्यपशु आरक्षणकेन्द्रम्	Suklaphanta-Wildreservat
प्रतापगढमण्डलम् (राजस्थानम्)	Pratapgarh (Distrikt, Rajasthan)
यष्टिकन्दुकक्रीडा	Hockeysport
सत्ययुगम्/कृतयुगम्	Satya-Yuga
नन्दुरबारमण्डलम्	Nandurbar (Distrikt)
संस्काराः	Samskara
प्रतापगढ (राजस्थानम्)	Pratapgarh (Rajasthan)
विदिशा	Vidisha
हैदराबाद्, पाकिस्तानम्	Hyderabad (Pakistan)
भारतस्य उपराष्ट्रपतिः	Vizepräsident Indiens
कूटियाट्टम्	Kutiyattam
युगम्	Yuga
उस्मानाबादमण्डलम्	Osmanabad (Distrikt)
कौरवाः	Kaurava
सुषमा स्वराज	Sushma Swaraj
इक्ष्वाकुः	Ikshvaku
भारतीय प्रौद्यौगिकी संस्थानम् बाम्बे	Indian Institute of Technology Bombay
भारतीय प्रौद्यौगिकी संस्थानम् खरग्पुर्	Indian Institute of Technology Kharagpur
मुख्यमन्त्री	Chief Minister
मृत्युञ्जयमन्त्रः	Mahamrityunjaya Mantra
जोन लोगी बेर्ड	John Baird
कोङ्कणधूमशकटमार्गः	Konkanstrecke
राबर्ट्स्गञ्ज	Robertsganj
बिजापुरमण्डलम्	Bijapur (Distrikt, Karnataka)
खुशवन्त सिंह	Khushwant Singh
रामानुजाचार्यः	Ramanuja
खेडामण्डलम्	Kheda (Distrikt)
मुहूर्तः	Muhurta
राजतरङ्गिणी	Rajatarangini
मुत्तुस्वामी दीक्षितः	Muthuswami Dikshitar
चारमीनार्	Charminar
रत्नगिरिमण्डलम्	Ratnagiri (Distrikt)
अमरावतीमण्डलम्	Amravati (Distrikt)
त्रेतायुगम्	Treta-Yuga
पोरबन्दरमण्डलम्	Porbandar (Distrikt)
गान्धीनगरमण्डलम्	Gandhinagar (Distrikt)
इलाहाबादमण्डलम्	Allahabad (Distrikt)
पञ्चमहालमण्डलम्	Panchmahal (Distrikt)
कोवलम्	Kovalam
रामोजी चित्रनगरी	Ramoji Film City
यादगिरिमण्डलम्	Yadgir (Distrikt)
कृष्ण बलदेव वैद	Krishna Baldev Vaid
बीदरमण्डलम्	Bidar (Distrikt)
धारवाडमण्डलम्	Dharwad (Distrikt)
नर्मदामण्डलम्	Narmada (Distrikt)
सोलापुरमण्डलम्	Solapur (Distrikt)
नाशिकमण्डलम्	Nashik (Distrikt)
चन्द्रपुरमण्डलम्	Chandrapur (Distrikt)
जळगावमण्डलम्	Jalgaon (Distrikt)
कोल्हापुरमण्डलम्	Kolhapur (Distrikt)
पुणेमण्डलम्	Pune (Distrikt)
जुनागढमण्डलम्	Junagadh (Distrikt)
नवसारीमण्डलम्	Navsari (Distrikt)
नागपुरमण्डलम्	Nagpur (Distrikt)
धुळेमण्डलम्	Dhule (Distrikt)
परभणीमण्डलम्	Parbhani (Distrikt)
गडचिरोलीमण्डलम्	Gadchiroli (Distrikt)
यवतमाळमण्डलम्	Yavatmal (Distrikt)
वाशिममण्डलम्	Washim (Distrikt)
जालनामण्डलम्	Jalna (Distrikt)
भण्डारामण्डलम्	Bhandara (Distrikt)
फैजाबादमण्डलम्	Faizabad (Distrikt)
राजकोटमण्डलम्	Rajkot (Distrikt)
पाटणमण्डलम्	Patan (Distrikt)
राजपीपळा	Rajpipla
कर्णाटकस्य मुख्यमन्त्रिणः	Liste der Chief Minister von Karnataka
कुशीनगरमण्डलम्	Kushinagar (Distrikt)
गान्धारी	Gandhari (Mythologie)
हेलियोदर स्तम्भः	Heliodoros-Säule
पश्चिममेदिनीपुर-मण्डलम्	Pashchim Medinipur
दावणगेरेमण्डलम्	Davanagere (Distrikt)
पङ्कज आडवाणी	Pankaj Advani
कुळित्थः	Pferdebohne
गोन्दियामण्डलम्	Gondia (Distrikt)
महेसाणा	Mehsana
लोणावळा	Lonavla
सन्तकबीरनगरमण्डलम्	Sant Kabir Nagar
ललितपुरमण्डलम्	Lalitpur (Distrikt, Uttar Pradesh)
लातूरमण्डलम्	Latur (Distrikt)
२०१३	Nekrolog 2013
स्तोत्रकाव्यम्	Stotra
वर्गः:हिन्दुधर्मः	Kategorie:Hinduismus
निर्मल वर्मा	Nirmal Verma
ओडिशी	Odissi
जमखण्डि	Jamkhandi
गुरु तेगबहादुर	Tegh Bahadur
रायगडमण्डलम्(महाराष्ट्रम्)	Raigad (Distrikt)
महेसाणामण्डलम्	Mahesana (Distrikt)
चक्रासन्दक्रीडा	Rennrollstuhl
शिवपुरी	Shivpuri
मुम्बई-उपनगर-मण्डलम्	Mumbai Suburban
हिङ्गोलीमण्डलम्	Hingoli (Distrikt)
अमरावती (आन्ध्रप्रदेशः)	Amaravati (Andhra Pradesh)
भारतीयविज्ञानपरिषद् (Indian Academy of Science)	Indische Akademie der Wissenschaften
सरदारसरोवरजलबन्धः	Sardar-Sarovar-Talsperre
गोलत्वमापिका	Ringsphärometer
मङ्गलयानम्	Mars Orbiter Mission
तिरुक्कुरळ्	Tirukkural
धनूराशिः	Schütze (Tierkreiszeichen)
तेलुगुदेशम्-पक्षः	Telugu Desam Party
किन्नौरमण्डलम्	Kinnaur
पडरौना	Padrauna
पन्नामण्डलम्	Panna (Distrikt)
गदगमण्डलम्	Gadag (Distrikt)
मुकेशः	Mukesh (Sänger)
सम्पातिः	Sampati
बनवासी	Banavasi
तृश्शूरमण्डलम्	Thrissur (Distrikt)
टीकमगढमण्डलम्	Tikamgarh (Distrikt)
छतरपुरमण्डलम्	Chhatarpur (Distrikt)
सौबल	Calisthenics
खलिलाबाद्, भारतम्	Khalilabad
कोलारमण्डलम्	Kolar (Distrikt)
वेदान्तः	Vedanta
ओट्टापालम	Ottappalam
सारिस्का मृगधाम	Sariska-Nationalpark
सतनामण्डलम्	Satna (Distrikt)
भारतीयवित्तमन्त्रालयः	Finanzministerium (Indien)
गुल्बर्गामण्डलम्	Gulbarga (Distrikt)
नन्दमूरि तारक रामारावः	N. T. Rama Rao
कलशः	Kalasha (Architektur)
मम्मूट्टि	Mammootty
अलवर	Alwar
महाराणा प्रताप	Pratap Singh
रामप्रसाद बिस्मिल	Ram Prasad Bismil
जाती	Muskatnussbaum
कारवारम्	Karwar
चन्दौली	Chandauli
चन्दौलीमण्डलम्	Chandauli (Distrikt)
महेन्द्र कपूर	Mahendra Kapoor
तिलः	Sesam
मण्ड्यमण्डलम्	Mandya (Distrikt)
वर्गः:महाद्वीपः	Kategorie:Kontinent
जामनगरमण्डलम्	Jamnagar (Distrikt)
भारतीयसाङ्ख्यिकी संस्था	Indian Statistical Institute
गुण्टूरुमण्डलम्	Guntur
परेश रावल	Paresh Rawal
वाग्भटः	Vagbhata
राष्ट्रियजनतादलम्	Rashtriya Janata Dal
फलकम्:Solar System	Vorlage:Navigationsleiste Sonnensystem
विकिपीडिया:लेखशीर्षकः	Wikipedia:Namenskonventionen
विक्रमादित्यः (नौयानम्)	Vikramaditya
पी टी उषा	P. T. Usha
बिलियर्ड्स्-क्रीडा	Billard
श्यामाप्रसाद मुखोपाध्याय	Syama Prasad Mukherjee
राहुल देव बर्मन	Rahul Dev Burman
मैक्रोनीशिया	Mikronesien
बोधायनः	Baudhayana
कैलाश सत्यार्थी	Kailash Satyarthi
राजनाथ सिंह	Rajnath Singh
वीरप्प मोयिलि	M. Veerappa Moily
बळ्ळारीलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Bellary
कित्तूरु चेन्नम्म	Kittur Chinnava
फलकम्:Location map India Kerala	Vorlage:Positionskarte Indien Kerala
फलकम्:Location map India Punjab	Vorlage:Positionskarte Indien Punjab
फलकम्:Location map India West Bengal	Vorlage:Positionskarte Indien Westbengalen
अरुण जेटली	Arun Jaitley
त्रिभुवन विजयतुंगदेवी	Tribhuwana Wijayattungga Dewi
बिजापुरम्	Bijapur
Chanakya	Katastrophe
बीदरलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Bidar
मयूरः	Asiatische Pfauen
चिक्कोडीलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Chikkodi
बेळगावीलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Belgaum
विकिपीडिया:प्रबंधक	Wikipedia:Administratoren
विकिपीडियासम्भाषणम्:प्रबन्धकः	Wikipedia:Kandidaturen
वर्गः:AutoWikiBrowser	Wikipedia:AutoWikiBrowser
ईजिप्तदेशः	Ägypten
रवीन्द्रप्रभात:	Ravindra Prabhat
गुल्बर्गालोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Gulbarga
रायचूरुलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Raichur
फलकम्:Bot	Vorlage:Bot
कोप्पळलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Koppal
केनडा	Kanada
वर्गः:निर्वाचित लेख	Kategorie:Wikipedia:Exzellent
वर्गः:युरोपखण्डः	Kategorie:Europa
फलकम्:Documentation	Vorlage:Dokumentation
हावेरीलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Haveri
विकिपीडिया:स्तम्भपञ्चकम्	Wikipedia:Grundprinzipien
विकिपीडिया:उल्लेख्यता	Wikipedia:Relevanzkriterien
विकिपीडिया:प्रयोक्तृ-पेटिकाः	Benutzer:Vorlage
उत्तरकन्नडलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Uttara Kannada
फलकम्:Softredirect	Vorlage:Interwiki redirect
फलकम्:अपाक्रियताम्	Vorlage:Löschen
मध्यबेङ्गळूरुलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Bangalore Central
उत्तरबेङ्गळूरुलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Bangalore North
बेङ्गळूरुग्रामान्तरलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Bangalore Rural
शिवमोग्गालोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Shimoga
दावणगेरेलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Davanagere
वर्गः:विकिपीडिया	Kategorie:Wikipedia
विकिपीडिया:General disclaimer	Wikipedia:Impressum
विकिपीडिया:शैलीपुस्तकम्	Wikipedia:Formatierung
फलकम्:Navbox	Vorlage:Erweiterte Navigationsleiste
चामराजनगरलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Chamarajanagar
गहनचिकित्साविभागः	Intensivstation
चिक्कबळ्ळापुरलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Chikballapur
चित्रदुर्गलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Chitradurga
दक्षिणकन्नडलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Dakshina Kannada
मण्ड्यलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Mandya
तुमकूरुलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Tumkur
विकिपीडिया:प्रमुखं चित्रम्	Wikipedia:Exzellente Bilder
मैसूरुलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Mysore
बुद्धपूर्णिमा	Kambutsue
फलकम्:Error	Vorlage:Vorlagenfehler
फलकम्:Sc	Vorlage:Kapitälchen
फलकम्:Clear	Vorlage:Absatz
फलकम्:Nowrap	Vorlage:Nowrap
विकिपीडिया:प्रारम्भिक-विषयाः	Wikipedia:Artikel, die es in allen Wikipedias geben sollte
फलकम्:Wikisource	Vorlage:Wikisource
फलकम्:Babel	Vorlage:Babel
फलकम्:Commons	Vorlage:Commons
फलकम्:User az	Vorlage:User az
फलकम्:See also	Vorlage:Siehe auch
फलकम्:User da	Vorlage:User da
फलकम्:User de	Vorlage:User de
फलकम्:User de-1	Vorlage:User de-1
फलकम्:User eu	Vorlage:User eu
फलकम्:User el	Vorlage:User el
फलकम्:User es	Vorlage:User es
फलकम्:User en-3	Vorlage:User en-3
फलकम्:User en-1	Vorlage:User en-1
फलकम्:User en-2	Vorlage:User en-2
फलकम्:User en-4	Vorlage:User en-4
फलकम्:User fi	Vorlage:User fi
फलकम्:User en	Vorlage:User en
फलकम्:User fr-1	Vorlage:User fr-1
फलकम्:User hi-1	Vorlage:User hi-1
फलकम्:User hr	Vorlage:User hr
फलकम्:User hu	Vorlage:User hu
फलकम्:User ja	Vorlage:User ja
फलकम्:User fr	Vorlage:User fr
फलकम्:Mod	Vorlage:Modulo
फलकम्:NowCommons	Vorlage:NowCommons
फलकम्:User it	Vorlage:User it
फलकम्:User uk	Vorlage:User uk
फलकम्:Infobox football club	Vorlage:Infobox Fußballklub
फलकम्:स्वागतम्	Vorlage:Willkommen
फलकम्:आङ्ग्लमासस्य शीर्षम्	Vorlage:Navigationsleiste Monate
फलकम्:Edit	Vorlage:Bearbeiten
फलकम्:क्ळिक्	Vorlage:Click
फलकम्:Cc-by-sa-3.0	Vorlage:Bild-CC-by-sa/3.0
फलकम्:अफ्रीकाखण्डः	Vorlage:Navigationsleiste Staaten in Afrika
फलकम्:Infobox football biography	Vorlage:Infobox Fußballspieler
फलकम्:Wait	Vorlage:In Bearbeitung
फलकम्:Infobox magazine	Vorlage:Infobox Publikation
फलकम्:Infobox chess biography	Vorlage:Infobox Schachspieler
फलकम्:देश	Vorlage:Infobox Staat
फलकम्:Infobox software	Vorlage:Infobox Software
फलकम्:Infobox Airline	Vorlage:Infobox Fluggesellschaft
फलकम्:Wide image	Vorlage:Panorama
फलकम्:Infobox military conflict	Vorlage:Infobox Militärischer Konflikt
फलकम्:Str left	Vorlage:Str left
फलकम्:Audio	Vorlage:Audio
फलकम्:Infobox Indian political party	Vorlage:Infobox Partei
फलकम्:Age in years and days	Vorlage:Alter in Jahren und Tagen
फलकम्:Nom	Vorlage:Nominiert
फलकम्:Cleanup	Vorlage:Überarbeiten
फलकम्:Featured article	Vorlage:Exzellent
फलकम्:Box-Header	Portal:Box-header
फलकम्:Infobox award	Vorlage:Infobox Ehrung
वर्गः:User en-2	Kategorie:User en-2
फलकम्:Infobox	Vorlage:Infobox
फलकम्:User zh	Vorlage:User zh
फलकम्:Cite web	Vorlage:Cite web
वर्गः:जीवचरितम्	Kategorie:Biografie
फलकम्:Imdb title	Vorlage:IMDb Titel
फलकम्:Cc-by-2.5	Vorlage:Bild-CC-by/2.5
फलकम्:Won	Vorlage:Gewonnen
फलकम्:विकिकोशः	Vorlage:Wiktionary
फलकम्:Infobox music festival	Vorlage:Infobox Festival
हासनलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Hassan
फलकम्:Infobox settlement	Vorlage:Infobox Ort
शतवेधी	Zitronengräser
फलकम्:User ru	Vorlage:User ru
फलकम्:IPA	Vorlage:IPA-Text
फलकम्:GFDL	Vorlage:Bild-GFDL
फलकम्:Sisterlinks	Vorlage:Schwesterprojekte
फलकम्:Infobox protected area	Vorlage:Infobox Nationalpark
फलकम्:Cc-by-sa-2.5	Vorlage:Bild-CC-by-sa/2.5
फलकम्:Infobox planet	Vorlage:Infobox Planet
फलकम्:Infobox विकिपीडिया	Vorlage:Infobox Website
फलकम्:प्रलेखनस्य उपपृष्ठम्	Vorlage:Dokumentation/Dokuseite
फलकम्:Infobox Galaxy	Vorlage:Infobox Galaxie
फलकम्:Infobox number	Vorlage:Infobox Ganze Zahl
