ਅਫ਼ਰੀਕਾ	Afrika
ਖ਼ਵਾਜਾ ਅਹਿਮਦ ਅੱਬਾਸ	Khwaja Ahmad Abbas
ਭਰਤਪੁਰ	Bharatpur (Indien)
ਜਗਦੀਸ਼ ਨਟਵਰਲਾਲ ਭਗਵਤੀ	Jagdish Bhagwati
ਰੂਸੀ ਕਰੰਜੀਆ	Rustom Khurshedji Karanjia
ਅਨੂਪਮ ਖੇਰ	Anupam Kher
ਭਗਵਾਨ	Bhagvan
ਚਿਤਰੰਜਨ ਦਾਸ	Chittaranjan Das
ਪ੍ਰਿਥਵੀਰਾਜ ਕਪੂਰ	Prithviraj Kapoor
ਐਂਡ ਗੇਟ	Und-Gatter
ਜਨਰਲ ਡਾਇਰ	Reginald Dyer
ਪੀ ਸੀ ਮਹਾਲਨੋਬਿਸ	Prasanta Chandra Mahalanobis
ਲਾਲੂ ਪ੍ਰਸਾਦ ਯਾਦਵ	Lalu Prasad Yadav
ਹਰਕਿਸ਼ਨ ਸਿੰਘ ਸੁਰਜੀਤ	Harkishan Singh Surjeet
ਇਸਲਾਮ ਵਿੱਚ ਯੂਸੁਫ਼	Yusuf (Prophet)
ਐਨਾਬੈੱਲ ਲੀ	Annabel Lee (Poe)
ਸੇਂਟ ਮੈਰੀ ਸਟੇਡੀਅਮ	St. Mary’s Stadium
ਦ ਲੀਗ ਆਫ਼ ਐਕਸਟਰਾਆਰਡੀਨਰੀ ਜੈਂਟਲਮੈੱਨ (2003 ਫਿਲਮ)	Die Liga der außergewöhnlichen Gentlemen
ਪੰਜਾਬ ਯੂਨੀਵਰਸਿਟੀ, ਚੰਡੀਗੜ੍ਹ	Panjab University
ਅਲਗੋਜ਼ੇ	Alghoza
ਬਾਓਟੂ	Baotou
ਹੱਦੋਂ ਵੱਧ ਵਾਰਵਾਰਤਾ	Millimeterwelle
ਜੈਂਗੋ ਅਨਚੇਨਡ	Django Unchained
ਪੂਰਬੀ ਤਿਮੋਰ ਸਿੰਤਾਵੋ ਸਿੱਕੇ	Münzen Osttimors
ਜਿਜ਼ਾਖ	Jizzax
ਕਪਿਲ ਰਿਸ਼ੀ	Kapila
ਐਮਿਲ ਵੋਲਫ਼	Emil Wolf
ਜੰਗੀ ਯਾਦਗਾਰ	Kriegerdenkmal
ਚੋਣ ਪੇਟੀ	Wahlurne
ਫ਼ਿਲਮਫ਼ੇਅਰ ਸਭ ਤੋਂ ਵਧੀਆ ਸੰਗੀਤਕਾਰ	Filmfare Award/Beste Musik
ਮਾਣਕ ਸਰਕਾਰ	Manik Sarkar
ਬੋਰਿਸ ਪੋਲੇਵੋਈ	Boris Nikolajewitsch Polewoi
ਗੰਗਾ ਦੇਵੀ	Ganga
ਲਿਬਰਟੀ ਸਟੇਡੀਅਮ	Liberty Stadium
ਫਿਲਮਫੇਅਰ ਸਭ ਤੋਂ ਵਧੀਆ ਪਿੱਠਵਰਤੀ ਗਾਇਕ	Filmfare Award/Bester Playbacksänger
ਦ ਵੇਸਟ ਲੈਂਡ	Das wüste Land
ਕਾਂਡਲਾ	Kandla
ਪਹਿਲੀ ਐਂਗਲੋ ਸਿੱਖ ਜੰਗ	Erster Sikh-Krieg
ਨਜ਼ਰ	Nazar-Amulett
ਉਡੁਪੀ	Udupi
Baskin-Robbins	Baskin-Robbins
ਆਲਪੁੜਾ	Alappuzha
ਮਿਲਖਰਾਜ	Timokratie
ਸਿਰਜਣਾਤਮਕ ਲੇਖਣੀ	Kreatives Schreiben
ਉਮਰਾਓ ਜਾਨ	Umrao Jaan (1981)
ਯੌਡਜਾ ਦੇ ਲਾ ਸੇਦਾ	Lonja de la Seda
ਪੁਐਂਤੇ ਰੋਮਾਨੋ	Puente Romano (Mérida)
ਆਰਾ	Arrah
ਅਮੇਠੀ	Amethi
ਅਲਮੋੜਾ	Almora
ਕਿਮ (ਨਾਵਲ)	Kim (Roman)
ਫ਼ਰਹਾਨ ਅਖ਼ਤਰ	Farhan Akhtar
ਵਿਸ਼ਵ ਪ੍ਰੈਸ ਦਿਵਸ	Internationaler Tag der Pressefreiheit
ਔਰੰਗਾਬਾਦ ਜ਼ਿਲ੍ਹਾ	Aurangabad (Distrikt, Maharashtra)
ਸਿਟੀ ਗਰਾਂਊਂਡ	City Ground
ਮਾਰ ਆਦੇਨਤਰੋ	Das Meer in mir
ਲਾ ਕੌਨਸੈਪਸੀਓਨ ਗਿਰਜਾਘਰ	Nuestra Señora de la Concepción (Santa Cruz de Tenerife)
ਚਿੱਟੀਆਂ ਰਾਤਾਂ	Weiße Nächte (Dostojewski)
ਲੈਕਚਰ	Vorlesung
ਤਾਲ (ਫ਼ਿਲਮ)	Taal (Film)
ਦਾਰਾ ਸ਼ਿਕੋਹ	Dara Shikoh
ਪਾਣੀਪਤ ਦੀ ਪਹਿਲੀ ਲੜਾਈ (1526)	Erste Schlacht bei Panipat
ਗ਼ੈਰ-ਬਟੇਨੁਮਾ ਸੰਖਿਆ	Irrationale Zahl
ਸਾਰੰਗੀ	Sarangi
ਗੁਲੀਸਤੋਨ	Guliston
ਸਟੇਡੀਓ ਇਨਿਓ ਟਰਦਿਨਿ	Stadio Ennio Tardini
ਵੈਸ਼ਣੋ ਦੇਵੀ	Vaishno Devi
ਅਨੂੰ ਮਲਿਕ	Anu Malik
ਨਿਜ਼ਾਮ ਹੈਦਰਾਬਾਦ	Nizam
ਆ ਕਿਊ ਦੀ ਸੱਚੀ ਕਹਾਣੀ	Die wahre Geschichte des Ah Q
ਸ਼ਿਵਾਲਿਕ ਪਹਾੜ	Siwaliks
ਬੁਰਸ਼	Bürste
ਮੁਨਾਫ਼ਿਕ	Munāfiq
ਕੰਨੌਜ	Kannauj
ਚੰਡਾਲ	Chandala
ਡੇਨਸ ਪਾਰਕ	Dens Park
ਡੀਨ ਕੋਰਟ	Dean Court
ਜਾਨ ਸਮਿੱਥ ਸਟੇਡੀਅਮ	John Smith’s Stadium
ਫ਼ਾਲਮਰ ਸਟੇਡੀਅਮ	Falmer Stadium
ਐਲੰਡ ਰੋਡ	Elland Road
ਪੋਰਟਮਾਨ ਰੋਡ	Portman Road
ਕਿੰਗ ਪਾਵਰ ਸਟੇਡੀਅਮ	King Power Stadium
ਵਿਚੋਲਗੀ	Heiratsvermittlung
ਦ ਹੋਲੀ ਫੈਮਿਲੀ	Die heilige Familie
ਗਰਮ ਹਵਾ	Garm Hava
ਰਸ (ਕਾਵਿ ਸ਼ਾਸਤਰ)	Rasa (Kunst)
ਭਾਰਤੀ ਸਾਹਿਤ	Indische Literatur
ਪਥੇਰ ਪਾਂਚਾਲੀ	Apus Weg ins Leben: Auf der Straße
ਥਿੰਗਸ ਫ਼ੌਲ ਅਪਾਰਟ	Things Fall Apart
ਨਾਈਟ ਕਲੱਬ	Nachtclub
ਸਵੈ-ਹਾਨੀ	Selbstverletzendes Verhalten
ਦਹੀ	Bruch (Käse)
ਮੈਨ ਆਫ਼ ਸਟੀਲ	Man of Steel (Film)
ਮੱਨਾਰ ਦੀ ਖਾੜੀ	Golf von Mannar
ਫਾਇਰਬਾਖ ਬਾਰੇ ਥੀਸਿਸ	Thesen über Feuerbach
ਨੁਮਾਨਸੀਆ	Numantia
ਪਵੇਲ ਕੋਲੋਬਕੋਵ	Pawel Anatoljewitsch Kolobkow
ਇਨਵਿਕਟਸ	Invictus (Gedicht)
ਰਬਾਬ	Rebab
ਹਾਫ਼ਿਜ਼ (ਕੁਰਾਨ)	Hāfiz
ਹਿੰਦ ਅਧਿਐਨ	Indologie
ਏਰਆਰ	Arar (Stadt)
ਅਰਾਵਲੀ	Aravalligebirge
ਸੈਂਟਰੀਫ਼ਿਊਗਲ ਪੰਪ	Kreiselpumpe
ਪਾਰਲੀ ਵਾਰਵਾਰਤਾ	Dezimeterwelle
ਰੱਖ (ਸਦਾਚਾਰ)	Naturschutz
ਲੇਬਰ ਕੈਂਪ	Arbeitslager
ਸੁਨੇਹਾ	Nachricht
ਗੁਰੂ ਹਰਿਰਾਇ ਜੀ	Har Rai
ਕੇ.ਸੀ. ਸਟੇਡੀਅਮ	KC Stadium
ਸਾਬਰਮਤੀ ਦਰਿਆ	Sabarmati
ਗੌਤਮ ਘੋਸ਼	Goutam Ghose
ਕਾਮਰੇਡ	Genosse
ਭੁੱਖੀ ਪੀੜ੍ਹੀ	Hungryalismus
ਪਿਗਮੇਲੀਅਨ (ਨਾਟਕ)	Pygmalion (Shaw)
ਦ ਕਾਈਟ ਰਨਰ	Drachenläufer
ਅਰਦਾਸ	Ardas
ਕਰਾਸਲਾਵਾ	Krāslava
ਅਰਧ ਸੱਤਿਆ	Ardh Satya
ਹੀਰਾਕ ਰਾਜਾਰ ਦੇਸ਼ੇ	Goopy Gyne Bagha Byne
ਚਾਰੂਲਤਾ	Charulata – die einsame Frau
ਦੇਵੀ (ਫ਼ਿਲਮ, 1960)	Devi (Film)
ਨਾਦਿਰ ਦੀ ਸੀਮੀਨ ਤੋਂ ਜੁਦਾਈ	Nader und Simin – Eine Trennung
ਸ਼ਖ਼ਸੀਅਤ	Persönlichkeit
ਭਾਰਤ ਦਾ ਗਵਰਨਰ ਜਰਨਲ	Generalgouverneur und Vizekönig von Indien
ਇਸਲਾਮ ਦਾ ਇਤਿਹਾਸ	Geschichte des Islam
ਹਿਲਸਬਰੋ ਸਟੇਡੀਅਮ	Hillsborough Stadium
ਪਾਗਲ ਦੀ ਡਾਇਰੀ (ਕਹਾਣੀ)	Aufzeichnungen eines Wahnsinnigen
ਨੈਸ਼ਨਲ ਹਾਈਵੇ 4 (ਭਾਰਤ)	National Highway 4 (Indien)
ਨੈਸ਼ਨਲ ਹਾਈਵੇ 2 (ਭਾਰਤ)	National Highway 2 (Indien)
ਸਿਆਲਕੋਟ	Sialkot
ਕਾਰਸ਼ੀ	Qarshi
ਪੋਬਲੈੱਤ ਮੱਠ	Monestir de Santa Maria de Poblet
ਮੁਰਦਾ ਰੂਹਾਂ	Die toten Seelen
ਟੈੱਸ	Tess von den d’Urbervilles
ਸੁਧੀਰ ਕੱਕੜ	Sudhir Kakar
ਸਮੁੰਦਰੀ ਮੁਰਗਾਬੀ	Die Möwe
ਬਹੀਰਾ ਸਮੁੰਦਰ	Schärenmeer
ਗੁਇਆਨੀ ਮੁਲਕ	Guyanas
ਆਲ ਇੰਡੀਆ ਅੰਨਾ ਦ੍ਰਾਵਿੜ ਮੁਨੇਤਰ ਕੜਗਮ	All India Anna Dravida Munnetra Kazhagam
ਸ਼ੁੰਗ ਰਾਜਵੰਸ਼	Shunga-Dynastie
ਕਾਇਆਹ ਰਾਜ	Kayah-Staat
ਸਪੇਨੀ ਅਮਰੀਕਾ	Hispanoamerika
ਸ਼੍ਰੀਰੰਗਾਪਟਨਮ	Shrirangapattana
ਖੰਭਾਤ ਦੀ ਖਾੜੀ	Golf von Khambhat
ਸਾਧ-ਸੰਤ	Sadhu
ਰੁਜ਼ਗਾਰ	Erwerbstätigkeit
ਬਾਬਰੀ ਮਸਜਿਦ	Babri-Moschee
ਤਾਲਸਤਾਏਵਾਦੀ ਲਹਿਰ	Tolstojaner
ਫ਼ਨਾ (ਫਿਲਮ)	Fanaa
ਦਾ ਫਾਲਟ ਇਨ ਆਵਰ ਸਟਾਰਸ (ਨਾਵਲ)	Das Schicksal ist ein mieser Verräter
ਆਰਿਫ਼ ਲੁਹਾਰ	Arif Lohar
ਹਿਜੜਾ	Hijra
ਕਾਂਗੜਾ	Kangra
ਭਰੂਣ ਹੱਤਿਆ	Fetozid
ਕੈਰੀਬੀਆ	Karibik
ਦਿੱਲੀ ਯੂਨੀਵਰਸਿਟੀ	University of Delhi
ਸਾਂਤਾ ਕ੍ਰਿਸਤੀਨਾ ਦੇ ਲੇਨਾ	Santa Cristina de Lena
ਹੂਗਜ਼ ਐੱਚ-੪	Hughes H-4
ਯਥਾਰਥਵਾਦ (ਸਾਹਿਤ)	Realismus (Literatur)
ਮਸੂਰੀ	Masuri
ਥੀਏਟਰ ਆਫ ਕਰੂਅਲਟੀ	Theater der Grausamkeit
ਜਾਤਕ	Jataka
ਵੈਸਟ ਇੰਡੀਜ਼	Westindische Inseln
ਪਟਿਆਲਾ ਅਤੇ ਪੂਰਬੀ ਪੰਜਾਬ ਸਟੇਟਸ ਯੂਨੀਅਨ (ਪੈਪਸੂ)	Patiala and East Punjab States Union
ਗੁੱਡੀ ਦਾ ਘਰ	Nora oder Ein Puppenheim
ਨੋ ਐਗਜਿਟ	Geschlossene Gesellschaft
ਅਰਜੁਨ ਇਨਾਮ	Arjuna Award
ਪਦਮ ਵਿਭੂਸ਼ਨ	Padma Vibhushan
ਲੈਲਾ ਮਜਨੂੰ	Madschnūn Lailā
ਗੁਰੂਤਾ-ਪ੍ਰਵੇਗ	Erdbeschleunigung
ਨੌਸ਼ਾਦ	Naushad Ali
ਨਾਈਟ ਕੈਫ਼ੇ	Das Nachtcafé
ਹਾਇਲ	Ha'il
ਸਿਸਟਮ ਸਾਫ਼ਟਵੇਅਰ	Systemsoftware
ਮਾਚੂ ਪਿਕਚੂ	Machu Picchu
ਤੇਲੰਗਾਨਾ	Telangana
ਕੁਲਭੂਸ਼ਨ ਖਰਬੰਦਾ	Kulbhushan Kharbanda
ਮਾਰਕ ਬਾਉਚਰ	Mark Boucher
ਸੋਬਰਾਦੋ ਮੱਠ	Kloster Sobrado
ਓਡੇਸਾ ਦਾ ਘੇਰਾ	Schlacht um Odessa
ਟ੍ਰਾਂਸਪੋਰਟ ਫ਼ਾਰ ਲੰਡਨ	Transport for London
ਟਰਫ਼ ਮੂਰ	Turf Moor
ਭੰਗ	Bhang
ਲੌਂਗ	Langer Pfeffer
ਵਖਰੇਵਾਂ	Sezession
ਸਰੋਦ	Sarod
ਹੈਤੀ ਇਨਕ਼ਲਾਬ	Haitianische Revolution
ਗੁਰਮੁਖੀ ਲਿਪੀ	Gurmukhi-Schrift
ਭਾਰਦਵਾਜ	Bharadvaja
ਰਾਹਤ ਫ਼ਤਹਿ ਅਲੀ ਖ਼ਾਨ	Rahat Fateh Ali Khan
ਮਾਊਂਟ ਆਬੂ	Mount Abu
ਰਾਸ਼ਟਰਮੰਡਲ ਖੇਡਾਂ 2010	Commonwealth Games 2010
ਭਾਰਤੀ ਸੰਸਦ	Indisches Parlament
ਸ਼ੇਖ਼ ਜ਼ਾਇਦ ਮਸਜਿਦ	Scheich-Zayid-Moschee
ਗੀਗਾਬਾਈਟ ਟੈਕਨਾਲਜੀ	Gigabyte Technology
ਅਰਪਨਾ ਕੌਰ	Arpana Caur
ਮਿਖ਼ਾਇਲ ਪ੍ਰਿਸ਼ਵਿਨ	Michail Michailowitsch Prischwin
ਯੂਰੀ ਬੋਂਦਾਰੇਵ	Juri Wassiljewitsch Bondarew
ਪੀਟਰ ਰੀਡਿੰਗ	Peter Reading
ਵਗਾਰ	Zwangsarbeit
ਭੌਤਿਕਵਾਦ ਅਤੇ ਅਨੁਭਵਸਿੱਧ-ਆਲੋਚਨਾ	Materialismus und Empiriokritizismus
ਆਰਤਤਮ 2	Artatama II.
ਜੇਮਜ਼ ਰੈਡਫ਼ੀਲਡ	James Redfield
ਦ ਰਾਈਮ ਆਫ਼ ਦੀ ਏਨਸੀਐਂਟ ਮੇਰੀਨਰ	The Rime of the Ancient Mariner
ਪੁਲੀਕਾਤ ਝੀਲ	Pulicat-See
ਬਠਿੰਡਾ	Bathinda
ਮੈਲਵਿਲ ਜੇ ਹਰਸਕੋਵਿਤਸ	Melville J. Herskovits
ਅੰਗ (ਸਰੀਰੀ ਬਣਤਰ)	Organ (Biologie)
ਇਲਿਆਸ ਖੌਰੀ	Elias Khoury
ਪਾਲ ਸਵੀਜੀ	Paul Sweezy
ਏਸ਼ੀਆ ਦੇ ਦੇਸ਼ਾਂ ਦੀ ਸੂਚੀ	Liste der Staaten Asiens
ਨੋਰਮਨ ਪ੍ਰਿਚਰਡ	Norman Pritchard
ਸ਼ਾਖਾ ਪ੍ਰਸ਼ਾਖਾ	Ein Baum und seine Zweige
ਸਦਗਤੀ	Sadgati
ਆਰੀਆ ਸਮਾਜ	Arya Samaj
ਆਈ ਏ ਰਿਚਰਡਸ	I. A. Richards
ਵਿਲੀਅਮ ਰੋਜੇੱਟੀ	William Michael Rossetti
ਦ ਹੌਬਿਟ: ਦ ਡੈਸੋਲੇਸ਼ਨ ਆਫ਼ ਸਮੌਗ	Der Hobbit: Smaugs Einöde
ਚੇਤਨ ਆਨੰਦ	Chetan Anand (Regisseur)
ਯੂ ਆਰ ਅਨੰਤਮੂਰਤੀ	U. R. Ananthamurthy
ਅਸ਼ਵਮੇਧ	Ashvamedha
ਜੇਟ ਏਅਰਵੇਜ਼	Jet Airways
ਕੋਲਾਰ	Kolar
ਕਾਂਗੜਾ ਜ਼ਿਲਾ	Kangra (Distrikt)
ਡੀ ਗ੍ਰੋਲਸਛ ਵੇਸਤੇ	De Grolsch Veste
ਲਾਰਡ ਜਿਮ	Lord Jim
ਰਿਗਵੇਦ	Rigveda
ਕਮਿਊਨਿਟੀ	Community (Fernsehserie)
ਹਾਇਬਨ	Haibun
ਪੀਟਰ ਟੀ. ਡੈਨੀਅਲਜ਼	Peter T. Daniels
ਸ਼ੁਜੀ ਨਾਕਾਮੁਰਾ	Shuji Nakamura
ਫੁਮਲਹੌਤ ਬੀ	Fomalhaut b
ਕਿਊਬਾਈ ਵਟਾਂਦਰਾਯੋਗ ਪੇਸੋ	Peso convertible
ਓਗਰੇ, ਲਾਤਵੀਆ	Ogre (Stadt)
ਹਕੀਮਉੱਲਾ ਮਹਿਸੂਦ	Hakimullah Mehsud
ਮੁਹੰਮਦ ਤਾਹਿਰ ਉਲ-ਕਾਦਰੀ	Muhammad Tahir-ul-Qadri
ਮੁਲਕ ਰਾਜ ਆਨੰਦ	Mulk Raj Anand
ਸਚਲ ਸਰਮਸਤ	Sachal Sarmast
ਦੇਵਦਾਸ ਗਾਂਧੀ	Devdas Gandhi
ਡੈਵਿਡ ਲੈਕ	David Lack
ਯੋਚਾਨਾਨ ਆਫੇਕ	Yochanan Afek
ਰੈਨੇ ਵੈਲਕ	René Wellek
ਇਸਤਵਾਨ ਆਬੋਨੀ	István Abonyi
ਇਲੈਕਟਰਾ (ਸੋਫੋਕਲੀਜ)	Elektra (Sophokles)
ਜੈਪ੍ਰਕਾਸ਼ ਨਰਾਇਣ	Jayaprakash Narayan
ਰਾਜਮੋਹਨ ਗਾਂਧੀ	Rajmohan Gandhi
ਅਲੈਗਜ਼ੈਂਡਰ ਸਰਾਫ਼ੀਮੋਵਿਚ	Alexander Serafimowitsch
ਉਖਰੁਲ ਜ਼ਿਲਾ	Ukhrul (Distrikt)
ਸ਼ੁਕੁਮਾਰ ਰਾਏ	Sukumar Ray
ਮਿਊਰੀਅਲ ਰੂਕਾਇਜ਼ਰ	Muriel Rukeyser
ਦ ਫ਼ੋਰਸਾਈਟ ਸਾਗਾ	Die Forsyte-Saga
ਦਾਰਸ਼ਨਕ ਯਥਾਰਥਵਾਦ	Realismus (Philosophie)
ਜੁਨੈਦ ਬਗਦਾਦੀ	Dschunaid
ਲੰਡਨ ਕਲੱਬ	Londoner Club
ਲਸ਼ਕਰ-ਏ-ਤਈਬਾ	Laschkar e-Taiba
ਵਿਨੋਦ ਖੋਸਲਾ	Vinod Khosla
ਲਾਲ ਸ਼ਾਹਬਾਜ਼ ਕਲੰਦਰ	Uthman Marwandi
ਪੀਟਰ ਆਕਸ	Péter Ács
ਚੰਦਰ ਸ਼ੇਖਰ ਆਜ਼ਾਦ	Chandrashekhar Azad
ਕਸ਼ੁਦਰ ਗ੍ਰਹਿ	Astroide
ਯੂਨੀਸੈਫ਼	UNICEF
ਨੈਸ਼ਨਲ ਪਾਰਟੀ (ਦੱਖਣੀ ਅਫ਼ਰੀਕਾ)	Nasionale Party
ਖਲੀਲੁੱਲਾਹ ਖਲੀਲੀ	Khalilullah Khalili
ਇਸਤਾਦੀਓ ਐੱਲ ਮਾਦਰੀਗਾਲ	El Madrigal
ਮੋਇਨੁੱਦੀਨ ਚਿਸ਼ਤੀ	Muinuddin Chishti
ਸਜਾਤੀ ਲੜੀ	Homologe Reihe
ਨਵੀਨ ਆਲੋਚਨਾ	New Criticism
ਰੂਸੀ ਰੂਪਵਾਦ	Russischer Formalismus
ਰੂਟਸ (ਨਾਵਲ)	Wurzeln (Roman)
ਤਾਕਾਹਾਮਾ ਕਿਓਸ਼ੀ	Takahama Kyoshi
ਫ਼ਾਰਸੀ ਲਿਪੀ	Persisches Alphabet
ਸਾਲਦੁਸ	Saldus
ਬੁਰਗੋਸ ਵੱਡਾ ਗਿਰਜਾਘਰ	Kathedrale von Burgos
ਲੋਂਜਾਈਨਸ	Pseudo-Longinos
ਸ੍ਰੀਲੰਕਾ ਮਾਤਾ	Sri Lanka Matha
ਕਾਸਾ ਵਿਸੇਂਸ	Casa Vicens
ਆਇਤ ਅਲ-ਕੁਰਸੀ	Thronvers
ਬ੍ਰਹਮ	Brahman (Philosophie)
ਸਾਰਾਂਦੇ ਜ਼ਿਲਾ	Kreis Saranda
ਗਲੋਕਲੀਕਰਨ	Glokalisierung
ਧੱਮਪਦ	Dhammapada
ਛਿਲਾ	Wochenbett
ਯਾਸਨਾਇਆ ਪੋਲੀਆਨਾ	Jasnaja Poljana (Tula)
ਸ਼ਰਧਾਂਜਲੀ	Trauer
ਅੰਕਲ ਵਾਨਿਆ	Onkel Wanja
ਚਾਰ ਮਹਾਨ ਕਲਾਸੀਕਲ ਨਾਵਲ	Vier klassische Romane
ਲੁਸਿਸਤਰਾਤੇ	Lysistrata
ਆਤਿਫ ਅਸਲਮ	Atif Aslam
ਰਿਸ਼ੀ	Rishi
ਬੰਗਾਲੀ ਲਿਪੀ	Bengalische Schrift
ਵਿਸ਼ਵ ਸ਼ਰਨਾਰਥੀ ਦਿਵਸ	Weltflüchtlingstag
ਕੁੱਕਰੇ	Keratitis
ਸ਼ਿਕਾਰੀ ਦੇ ਸ਼ਬਦ ਚਿੱਤਰ	Aufzeichnungen eines Jägers
ਨਵੋਈ	Navoiy
ਓਮੁਸਾਟੀ	Omusati
ਅਜੀਬ ਫ਼ਲ	Strange Fruit
ਅਲੀਗੜ ਜ਼ਿਲ੍ਹਾ	Aligarh (Distrikt)
ਮਹਿੰਦੀ	Mehndi
ਦੇਸੀ	Desi
ਦੱਖਣੀ ਏਸ਼ੀਆ	Südasien
ਦੇਵਦਾਸ (1955 ਫ਼ਿਲਮ)	Devdas (1955)
ਕਲਾ ਕਲਾ ਲਈ	L’art pour l’art
ਅੱਲਾਮਾ ਸ਼ਿਬਲੀ ਨਾਮਾਨੀ	Shibli Numani
ਅੰਨ੍ਹੇ ਘੋੜੇ ਦਾ ਦਾਨ	Anhey Ghorhey Da Daan
ਚਾਹਤ	Begierde
ਰਮੋਨ ਮੈਗਸੇਸੇ ਇਨਾਮ	Ramon-Magsaysay-Preis
ਟੇਨੇਦੈਸ ਪਾਰਕ	Tannadice Park
ਅਸੀਰ ਰਿਆਸਤ	Provinz Asir
ਅਸ਼ੋਕ ਦੇ ਫ਼ਰਮਾਨ	Edikte des Ashoka
ਮੁਹੰਮਦ ਜ਼ਫਰਉੱਲਾ ਖਾਨ	Muhammad Zafrullah Khan
ਨੋ ਲੋਗੋ	No Logo
ਨੱਕ (ਗੋਗੋਲ)	Die Nase
ਇਕਪਾਸੜਵਾਦ	Unilateralität
ਉਦੈ ਪ੍ਰਕਾਸ਼	Uday Prakash
ਨਿਊਜ਼ੀਲੈਂਡ ਦੇ ਤੋਤੇ	Strigopidae
ਆਜ਼ਮਗੜ੍ਹ ਜ਼ਿਲਾ	Azamgarh (Distrikt)
ਵਿਅਕਤੀ	Individuum
ਬਹੁ-ਖੇਤਰੀ ਤਕਨੀਕੀ ਅਤੇ ਆਰਥਿਕ ਸਹਿਯੋਗ ਲਈ ਬੰਗਾਲ ਦੀ ਖਾੜੀ ਪਹਿਲ	BIMSTEC
ਸ਼ਮਸ ਤਬਰੇਜ਼ੀ	Schams-e Tabrizi
ਬਾਬਰ	Babur
ਬਾਇਲੋ ਕਲਾਊਦੀਆ	Baelo Claudia
ਬਹਰਾਮ ਬੇਜ਼ਾਈ	Bahram Bayzai
ਬਹੁਜਨ ਸਮਾਜ ਪਾਰਟੀ	Bahujan Samaj Party
ਬੀ ਆਰ ਚੋਪੜਾ	Baldev Raj Chopra
ਬਲੇਸਕੁਈਦਾ ਗਿਰਜਾਘਰ	Balesquida-Kapelle
ਬਲਰਾਜ ਸਾਹਨੀ	Balraj Sahni
ਬਾਲਤਿਸਤਾਨ	Baltistan
ਬਾਂਸਵਾੜਾ ਜ਼ਿਲ੍ਹਾ	Banswara (Distrikt)
ਬਾਰਟੈਂਡਰ	Barkeeper
ਸੁਨਹਿਰੀ ਤਿਕੋਣ (ਦੱਖਣ-ਪੂਰਬੀ ਏਸ਼ੀਆ)	Goldenes Dreieck
ਫਾਈਲੇਰੀਆ	Filariose
ਤਰੀਕਤ	Tarīqa
ਬੈਨਜ਼ਾਈਲ	Benzylgruppe
ਗੰਗੋਤਰੀ	Gangotri (Ort)
ਜ਼ੋਰਬਾ ਦ ਗਰੀਕ (ਫ਼ਿਲਮ)	Alexis Sorbas (Film)
ਓਪੇਰਾ ਮਿਨੀ	Small Screen Rendering
ਸੇਂਟ ਐਂਡਰਿਊਜ਼ ਸਟੇਡੀਅਮ	St. Andrew’s Stadium
ਭਾਰਤੀ ਰੇਲ	Indian Railways
ਇੱਕ ਸੇਲਜਮੈਨ ਦੀ ਮੌਤ	Tod eines Handlungsreisenden
ਪ੍ਰਗਤੀਵਾਦ	Progressivismus
ਬਰਨਾਰਡ ਦੱਜ਼ੀ	Bernard Binlin Dadié
ਪੈਟ੍ਰਿਕ ਥਿਸਲ ਫੁੱਟਬਾਲ ਕਲੱਬ	Partick Thistle
ਹੁਕਮੀ ਦੀ ਹਵੇਲੀ	Bernarda Albas Haus
ਰਿਵਰਸਾਈਡ ਸਟੇਡੀਅਮ	Riverside Stadium
ਸਲਵਾਰ ਕਮੀਜ਼	Salwar Kamiz
ਫੱਗਣ	Phagun
ਜੰਮੂ ਕਸ਼ਮੀਰ ਦੇ ਮੁੱਖ ਮੰਤਰੀ	Liste der Chief Minister von Jammu und Kashmir
ਹਰਿਆਣਾ ਦੇ ਮੁੱਖ ਮੰਤਰੀ	Liste der Chief Minister von Haryana
ਅਰੁਨਾਚਲ ਪ੍ਰਦੇਸ਼ ਦੇ ਮੁੱਖ ਮੰਤਰੀ	Liste der Chief Minister von Arunachal Pradesh
ਪਰਸ਼ੂਰਾਮ	Parashurama
ਐਗਜ਼ਿੱਟ ਪੋਲਜ਼	Wahltagsbefragung
ਲੱਸੀ	Lassi
ਤਕਨੀਕੀ ਸਿੱਖਿਆ	Berufsbildung
ਆਤਮ (ਦਰਸ਼ਨ)	Subjekt (Philosophie)
ਗਲਪ ਲਈ ਪੁਲਿਤਜ਼ਰ ਪੁਰਸਕਾਰ	Pulitzer-Preis/Belletristik
ਕਾਵਿ ਸ਼ਾਸਤਰ	Poetik
ਖਰਖਰੀ	Pseudokrupp
ਹਵਾ ਮਹਿਲ	Hawa Mahal
ਸਮਾਜਕ ਯਥਾਰਥਵਾਦ	Neue Sachlichkeit (Literatur)
ਭਾਰਤੀ ਕਮਿਊਨਿਸਟ ਪਾਰਟੀ	Communist Party of India
ਲਾਹੌਲ ਅਤੇ ਸਪੀਤੀ ਜ਼ਿਲ੍ਹਾ	Lahaul und Spiti
ਵਿਨੋਦ ਧਾਮ	Vinod Dham
ਏਪੇ	Degen
ਸਾਹਿਬ ਬੀਵੀ ਔਰ ਗ਼ੁਲਾਮ	Sahib Bibi Aur Ghulam
ਓਬਲੋਮੋਵ	Oblomow
